AccountId,CampaignId,CloseDate,ContactId,CreatedById,CreatedDate,CurrentGenerators__c,DeliveryInstallationStatus__c,Description,Fiscal,ForecastCategory,ForecastCategoryName,HasOpenActivity,HasOpportunityLineItem,HasOverdueTask,Id,IsClosed,IsDeleted,IsPrivate,IsWon,LastActivityDate,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,LastModifiedById,LastModifiedDate,LastReferencedDate,LastStageChangeDate,LastViewedDate,LeadSource,MainCompetitors__c,Name,NextStep,Opportunity_Source__c,OrderNumber__c,OwnerId,Pricebook2Id,RecordTypeId,StageName,SystemModstamp,TrackingNumber__c,Type,Amount,ExpectedRevenue,FiscalQuarter,FiscalYear,Number of Records,Probability,PushCount,TotalOpportunityQuantity
0012w00001A3RQ6AAN,,14/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nWBAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Pittman1309,,BDR,,0052w00000AqoUwAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,200400,200400,2,2022,1,100,0,1670
0012w00001A3RYyAAN,,4/10/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 2,Omitted,Omitted,false,true,false,0062w00000H1nWEAAZ,true,false,false,false,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Singleton1321,,AE,,0052w00000AqoUsAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,1202450,0,2,2021,1,0,0,2078
0012w00001A3RZgAAN,,11/10/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 3,Closed,Closed,false,true,false,0062w00000H1nWFAAZ,true,false,false,true,,0082w00000ox5p6AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Gutierrez1322,,AE,,0052w00000AqoUiAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,89320,89320,3,2021,1,100,0,2233
0012w00001A3RLhAAN,,10/06/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Omitted,Omitted,false,true,false,0062w00000H1nWGAAZ,true,false,false,false,,0082w00000ox5p7AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Patterson1324,,Alliances,,0052w00000AqoUiAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,1292300,0,1,2022,1,0,0,5599
0012w00001A3RYkAAN,,8/01/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 3,Closed,Closed,false,true,false,0062w00000H1nO1AAJ,true,false,false,true,,0082w00000ox5lhAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Ford255,,AE,,0052w00000AqoUuAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,377690,377690,3,2021,1,100,0,4371
0012w00001A3RZFAA3,,14/05/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nNrAAJ,true,false,false,true,,0082w00000ox5ldAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Carroll233,,Marketing,,0052w00000AqoUxAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,1578500,1578500,1,2022,1,100,0,2895
0012w00001A3RTNAA3,,3/01/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 3,Closed,Closed,false,true,false,0062w00000H1nNsAAJ,true,false,false,true,,0082w00000ox5leAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Murphy234,,AE,,0052w00000AqoUxAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,2734080,2734080,3,2021,1,100,0,5888
0012w00001A3ROdAAN,,9/09/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 2,Closed,Closed,false,true,false,0062w00000H1nNvAAJ,true,false,false,true,,0082w00000ox5lfAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Willis238,,Alliances,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,2250950,2250950,2,2021,1,100,0,1942
0012w00001A3RObAAN,,23/05/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Omitted,Omitted,false,true,false,0062w00000H1nNzAAJ,true,false,false,false,,0082w00000ox5lgAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Padilla247,,AE,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,1214160,0,1,2022,1,0,0,2670
0012w00001A3RLiAAN,,23/05/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,false,false,0062w00000H1nO0AAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Barnett252,,BDR,,0052w00000AqoUnAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,431194,431194,1,2022,1,100,0,
0012w00001A3RMyAAN,,10/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nO2AAJ,true,false,false,false,,0082w00000ox5liAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Cooper256,,BDR,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,Existing Business,2218900,0,2,2022,1,0,0,3218
0012w00001A3RMGAA3,,5/12/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nSvAAJ,false,false,false,false,18/11/2029 00:00:00,0082w00000ox5nfAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Bowen1968,,Marketing,,0052w00000AqoUuAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Qualification,7/12/2022 00:38:43,,New Business,125340,12534,3,2022,1,10,0,1832
0012w00001A3RMVAA3,,25/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nSqAAJ,true,false,false,true,,0082w00000ox5ndAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Stone1959,,Marketing,,0052w00000AqoUxAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,1052275,1052275,2,2022,1,100,0,1123
0012w00001A3RM6AAN,,27/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nSrAAJ,true,false,false,false,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Bush1960,,AE,,0052w00000AqoUpAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,1540000,0,2,2022,1,0,0,1400
0012w00001A3RRuAAN,,12/04/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Forecast,Commit,true,true,false,0062w00000H1nStAAJ,false,false,false,false,23/12/2029 00:00:00,0082w00000ox5neAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Murphy1963,,BDR,,0052w00000AqoUkAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Negotiation/Review,7/12/2022 00:38:43,,New Business,1241390,1117251,4,2022,1,90,0,1783
0012w00001A3RK9AAN,,8/03/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,BestCase,Best Case,true,true,false,0062w00000H1nSwAAJ,false,false,false,false,26/10/2029 00:00:00,0082w00000ox5ngAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Nguyen1971,,Marketing,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Proposal/Price Quote,7/12/2022 00:38:43,,New Business / Add-on,2049800,1537350,4,2022,1,75,0,4457
0012w00001A3RRCAA3,,22/12/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nSxAAJ,false,false,false,false,3/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Malone1973,,Alliances,,0052w00000AqoUkAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Value Proposition,7/12/2022 00:38:43,,New Business / Add-on,108630,54315,3,2022,1,50,0,1207
0012w00001A3ROKAA3,,18/09/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 2,Closed,Closed,false,true,false,0062w00000H1nSyAAJ,true,false,false,true,,0082w00000ox5nhAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Glover1974,,AE,,0052w00000AqoUhAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,48440,48440,2,2021,1,100,0,1211
0012w00001A3RPgAAN,,16/02/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Pipeline,Pipeline,true,true,false,0062w00000H1nSzAAJ,false,false,false,false,9/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Santiago1975,,AE,,0052w00000AqoUmAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Prospecting,7/12/2022 00:38:43,,New Business,122200,12220,4,2022,1,10,0,611
0012w00001A3RTgAAN,,1/01/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Forecast,Commit,true,true,false,0062w00000H1nT2AAJ,false,false,false,false,11/12/2029 00:00:00,0082w00000ox5niAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Tucker470,,AE,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Negotiation/Review,7/12/2022 00:38:43,,Existing Business,2254450,2029005,3,2022,1,90,0,1672
0012w00001A3ROkAAN,,14/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nT3AAJ,true,false,false,true,,0082w00000ox5njAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Public Relations,,Opportunity for Norman472,,Alliances,,0052w00000AqoUiAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,2807700,2807700,2,2022,1,100,0,2377
0012w00001A3RRaAAN,,7/02/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,true,false,0062w00000H1nT4AAJ,true,false,false,true,,0082w00000ox5nkAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Hammond475,,AE,,0052w00000AqoUhAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,3469300,3469300,4,2021,1,100,0,2823
0012w00001A3RYBAA3,,10/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nT5AAJ,true,false,false,true,,0082w00000ox5nlAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Harrison476,,BDR,,0052w00000AqoUqAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,2276590,2276590,1,2022,1,100,0,3423
0012w00001A3RVBAA3,,14/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,true,false,false,0062w00000H1nT6AAJ,true,false,false,true,16/12/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Stokes477,,Marketing,,0052w00000AqoUkAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,328949,328949,3,2022,1,100,0,
0012w00001A3RN1AAN,,14/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,true,true,false,0062w00000H1nT7AAJ,true,false,false,true,28/12/2029 00:00:00,0082w00000ox5nmAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Henry479,,BDR,,0052w00000AqoUjAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,3168250,3168250,3,2022,1,100,0,4271
0012w00001A3RKQAA3,,24/01/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,BestCase,Best Case,true,true,false,0062w00000H1nT8AAJ,false,false,false,false,15/12/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Shaw480,,AE,,0052w00000AqoUoAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Perception Analysis,7/12/2022 00:38:43,,New Business,605000,423500,4,2022,1,70,0,1210
0012w00001A3RRAAA3,,30/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,false,false,0062w00000H1nRTAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Beck799,,AE,,0052w00000AqoUzAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,363453,363453,2,2022,1,100,0,
0012w00001A3RUwAAN,,15/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nRPAAZ,true,false,false,true,,0082w00000ox5n8AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Harrison791,,Alliances,,0052w00000AqoUzAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,193500,193500,2,2022,1,100,0,2810
0012w00001A3RNKAA3,,5/05/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nRRAAZ,true,false,false,true,,0082w00000ox5n9AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Phillips797,,Marketing,,0052w00000AqoUqAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,1313950,1313950,1,2022,1,100,0,2312
0012w00001A3RNaAAN,,22/12/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,false,false,0062w00000H1nRSAAZ,false,false,false,false,16/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Blair798,,AE,,0052w00000AqoUvAAJ,,0122w000001WDF4AAO,Qualification,7/12/2022 00:38:43,,New Business / Add-on,23642,2364.2,3,2022,1,10,0,
0012w00001A3RTLAA3,,8/12/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Forecast,Commit,true,true,false,0062w00000H1nRUAAZ,false,false,false,false,19/10/2029 00:00:00,0082w00000ox5nAAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Sullivan800,,Marketing,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Negotiation/Review,7/12/2022 00:38:43,,New Business,577250,519525,3,2022,1,90,0,1512
0012w00001A3RNrAAN,,9/10/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nRVAAZ,true,false,false,true,,0082w00000ox5nBAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for George802,,Alliances,,0052w00000AqoUvAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,214100,214100,2,2022,1,100,0,522
0012w00001A3RXBAA3,,10/11/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 3,Closed,Closed,false,true,false,0062w00000H1nRWAAZ,true,false,false,true,,0082w00000ox5nCAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Gill1168,,AE,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,786875,786875,3,2021,1,100,0,1879
0012w00001A3RTzAAN,,10/03/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,true,false,0062w00000H1nRYAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Osborne1170,,Marketing,,0052w00000AqoUoAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,71880,71880,4,2021,1,100,0,599
0012w00001A3RPNAA3,,21/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,true,true,false,0062w00000H1nWJAAZ,true,false,false,true,28/10/2029 00:00:00,0082w00000ox5p9AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Steele1680,,AE,,0052w00000AqoUxAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,2207200,2207200,3,2022,1,100,0,2207
0012w00001A3RMUAA3,,16/10/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,false,true,false,0062w00000H1nT9AAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Silva482,,Marketing,,0052w00000AqoUhAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,115290,115290,3,2022,1,100,0,1281
0012w00001A3RT1AAN,,4/05/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nWHAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Blair1326,,BDR,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,72720,72720,1,2022,1,100,0,808
0012w00001A3RZqAAN,,1/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nWIAAZ,true,false,false,false,,0082w00000ox5p8AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Flores1679,,Marketing,,0052w00000AqoUmAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,2641175,0,2,2022,1,0,0,3708
0012w00001A3RLPAA3,,30/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nWOAAZ,false,false,false,false,19/12/2029 00:00:00,0082w00000ox5pAAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Barnett1692,,BDR,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Needs Analysis,7/12/2022 00:38:43,,New Business,4708010,941602,3,2022,1,20,0,6546
0012w00001A3RVDAA3,,20/01/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,true,false,0062w00000H1nWPAAZ,true,false,false,true,,0082w00000ox5pBAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Figueroa1695,,BDR,,0052w00000AqoUyAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,2604140,2604140,4,2021,1,100,0,4391
0012w00001A3RMuAAN,,20/01/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Omitted,Omitted,false,true,false,0062w00000H1nWRAAZ,true,false,false,false,,0082w00000ox5pCAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Watkins1701,,Marketing,,0052w00000AqoUuAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,831100,0,4,2021,1,0,0,2238
0012w00001A3RSdAAN,,26/01/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,true,false,0062w00000H1nWSAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Long562,,AE,,0052w00000AqoUrAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,249600,249600,4,2021,1,100,0,156
0012w00001A3RRCAA3,,27/06/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,false,false,0062w00000H1nWTAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Schneider564,,Marketing,,0052w00000AqoUkAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,146771,146771,1,2022,1,100,0,
0012w00001A3RLwAAN,,8/10/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 2,Omitted,Omitted,false,true,false,0062w00000H1nWVAAZ,true,false,false,false,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Webb567,,BDR,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,65040,0,2,2021,1,0,0,1626
0012w00001A3RXZAA3,,7/12/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nWWAAZ,false,false,false,false,17/11/2029 00:00:00,0082w00000ox5pDAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Reese570,,Marketing,,0052w00000AqoUhAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Prospecting,7/12/2022 00:38:43,,New Business,2217555,221755.5,3,2022,1,10,0,3395
0012w00001A3RObAAN,,6/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nWXAAZ,true,false,false,true,,0082w00000ox5pEAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Public Relations,,Opportunity for Hunt578,,BDR,,0052w00000AqoUvAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,1012640,1012640,1,2022,1,100,0,3375
0012w00001A3RXMAA3,,5/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nWYAAZ,true,false,false,true,,0082w00000ox5pFAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Watson580,,AE,,0052w00000AqoUwAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,4090880,4090880,2,2022,1,100,0,4917
0012w00001A3RN5AAN,,16/04/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nWZAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Carr581,,BDR,,0052w00000AqoUzAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,61500,61500,1,2022,1,100,0,123
0012w00001A3RYZAA3,,3/04/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Pipeline,Pipeline,true,true,false,0062w00000H1nWaAAJ,false,false,false,false,22/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Butler582,,BDR,,0052w00000AqoUjAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Prospecting,7/12/2022 00:38:43,,New Business,224800,22480,4,2022,1,10,0,562
0012w00001A3RUNAA3,,20/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nReAAJ,true,false,false,true,,0082w00000ox5nDAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Abbott1184,,BDR,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,2016250,2016250,2,2022,1,100,0,1613
0012w00001A3ROCAA3,,3/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nRaAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Knight1172,,BDR,,0052w00000AqoUrAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,2113750,2113750,1,2022,1,100,0,1691
0012w00001A3RNsAAN,,9/10/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,false,false,0062w00000H1nRbAAJ,true,false,false,false,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Carson1177,,Marketing,,0052w00000AqoUoAAJ,,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,93733,0,2,2022,1,0,0,
