Day,Source Data,Year,Month,Extent 10^6 sq km
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.14/nt_19900214_f08_v1.1_s.bin'],1990,2,2.982
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.15/nt_19900215_f08_v1.1_s.bin'],1990,2,2.962
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.16/nt_19900216_f08_v1.1_s.bin'],1990,2,2.94
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.17/nt_19900217_f08_v1.1_s.bin'],1990,2,2.928
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.18/nt_19900218_f08_v1.1_s.bin'],1990,2,2.942
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.19/nt_19900219_f08_v1.1_s.bin'],1990,2,2.881
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.20/nt_19900220_f08_v1.1_s.bin'],1990,2,2.903
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.21/nt_19900221_f08_v1.1_s.bin'],1990,2,2.841
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.22/nt_19900222_f08_v1.1_s.bin'],1990,2,2.784
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.23/nt_19900223_f08_v1.1_s.bin'],1990,2,2.79
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.24/nt_19900224_f08_v1.1_s.bin'],1990,2,2.81
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.25/nt_19900225_f08_v1.1_s.bin'],1990,2,2.833
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.26/nt_19900226_f08_v1.1_s.bin'],1990,2,2.862
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.27/nt_19900227_f08_v1.1_s.bin'],1990,2,2.861
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.02.28/nt_19900228_f08_v1.1_s.bin'],1990,2,2.899
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.01/nt_19900301_f08_v1.1_s.bin'],1990,3,2.902
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.02/nt_19900302_f08_v1.1_s.bin'],1990,3,2.931
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.03/nt_19900303_f08_v1.1_s.bin'],1990,3,2.971
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.04/nt_19900304_f08_v1.1_s.bin'],1990,3,3.018
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.05/nt_19900305_f08_v1.1_s.bin'],1990,3,3.129
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.06/nt_19900306_f08_v1.1_s.bin'],1990,3,3.148
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.07/nt_19900307_f08_v1.1_s.bin'],1990,3,3.169
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.08/nt_19900308_f08_v1.1_s.bin'],1990,3,3.21
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.09/nt_19900309_f08_v1.1_s.bin'],1990,3,3.243
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.10/nt_19900310_f08_v1.1_s.bin'],1990,3,3.343
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.11/nt_19900311_f08_v1.1_s.bin'],1990,3,3.506
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.12/nt_19900312_f08_v1.1_s.bin'],1990,3,3.556
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.13/nt_19900313_f08_v1.1_s.bin'],1990,3,3.601
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.14/nt_19900314_f08_v1.1_s.bin'],1990,3,3.703
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.15/nt_19900315_f08_v1.1_s.bin'],1990,3,3.806
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.16/nt_19900316_f08_v1.1_s.bin'],1990,3,3.913
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.17/nt_19900317_f08_v1.1_s.bin'],1990,3,3.975
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.18/nt_19900318_f08_v1.1_s.bin'],1990,3,4.033
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.19/nt_19900319_f08_v1.1_s.bin'],1990,3,4.101
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.20/nt_19900320_f08_v1.1_s.bin'],1990,3,4.212
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.21/nt_19900321_f08_v1.1_s.bin'],1990,3,4.319
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.22/nt_19900322_f08_v1.1_s.bin'],1990,3,4.45
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.23/nt_19900323_f08_v1.1_s.bin'],1990,3,4.543
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.24/nt_19900324_f08_v1.1_s.bin'],1990,3,4.671
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.25/nt_19900325_f08_v1.1_s.bin'],1990,3,4.71
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.26/nt_19900326_f08_v1.1_s.bin'],1990,3,4.838
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.27/nt_19900327_f08_v1.1_s.bin'],1990,3,4.952
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.28/nt_19900328_f08_v1.1_s.bin'],1990,3,5.062
29,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.29/nt_19900329_f08_v1.1_s.bin'],1990,3,5.231
30,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.30/nt_19900330_f08_v1.1_s.bin'],1990,3,5.285
31,['/ecs/DP1/PM/NSIDC-0051.001/1990.03.31/nt_19900331_f08_v1.1_s.bin'],1990,3,5.414
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.01/nt_19900401_f08_v1.1_s.bin'],1990,4,5.571
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.02/nt_19900402_f08_v1.1_s.bin'],1990,4,5.674
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.03/nt_19900403_f08_v1.1_s.bin'],1990,4,5.824
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.04/nt_19900404_f08_v1.1_s.bin'],1990,4,5.936
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.05/nt_19900405_f08_v1.1_s.bin'],1990,4,6.052
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.06/nt_19900406_f08_v1.1_s.bin'],1990,4,6.127
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.07/nt_19900407_f08_v1.1_s.bin'],1990,4,6.2
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.08/nt_19900408_f08_v1.1_s.bin'],1990,4,6.263
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.09/nt_19900409_f08_v1.1_s.bin'],1990,4,6.314
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.10/nt_19900410_f08_v1.1_s.bin'],1990,4,6.396
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.11/nt_19900411_f08_v1.1_s.bin'],1990,4,6.529
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.12/nt_19900412_f08_v1.1_s.bin'],1990,4,6.688
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.13/nt_19900413_f08_v1.1_s.bin'],1990,4,6.755
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.14/nt_19900414_f08_v1.1_s.bin'],1990,4,6.862
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.15/nt_19900415_f08_v1.1_s.bin'],1990,4,6.944
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.16/nt_19900416_f08_v1.1_s.bin'],1990,4,7.006
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.17/nt_19900417_f08_v1.1_s.bin'],1990,4,7.106
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.18/nt_19900418_f08_v1.1_s.bin'],1990,4,7.18
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.19/nt_19900419_f08_v1.1_s.bin'],1990,4,7.323
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.20/nt_19900420_f08_v1.1_s.bin'],1990,4,7.408
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.21/nt_19900421_f08_v1.1_s.bin'],1990,4,7.458
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.22/nt_19900422_f08_v1.1_s.bin'],1990,4,7.498
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.23/nt_19900423_f08_v1.1_s.bin'],1990,4,7.691
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.24/nt_19900424_f08_v1.1_s.bin'],1990,4,7.849
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.25/nt_19900425_f08_v1.1_s.bin'],1990,4,8.037
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.26/nt_19900426_f08_v1.1_s.bin'],1990,4,8.131
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.27/nt_19900427_f08_v1.1_s.bin'],1990,4,8.239
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.28/nt_19900428_f08_v1.1_s.bin'],1990,4,8.259
29,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.29/nt_19900429_f08_v1.1_s.bin'],1990,4,8.313
30,['/ecs/DP1/PM/NSIDC-0051.001/1990.04.30/nt_19900430_f08_v1.1_s.bin'],1990,4,8.363
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.01/nt_19900501_f08_v1.1_s.bin'],1990,5,8.357
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.02/nt_19900502_f08_v1.1_s.bin'],1990,5,8.356
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.03/nt_19900503_f08_v1.1_s.bin'],1990,5,8.401
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.04/nt_19900504_f08_v1.1_s.bin'],1990,5,8.506
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.05/nt_19900505_f08_v1.1_s.bin'],1990,5,8.61
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.06/nt_19900506_f08_v1.1_s.bin'],1990,5,8.693
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.07/nt_19900507_f08_v1.1_s.bin'],1990,5,8.821
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.08/nt_19900508_f08_v1.1_s.bin'],1990,5,8.905
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.09/nt_19900509_f08_v1.1_s.bin'],1990,5,8.953
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.10/nt_19900510_f08_v1.1_s.bin'],1990,5,8.982
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.11/nt_19900511_f08_v1.1_s.bin'],1990,5,9.072
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.12/nt_19900512_f08_v1.1_s.bin'],1990,5,9.123
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.13/nt_19900513_f08_v1.1_s.bin'],1990,5,9.272
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.14/nt_19900514_f08_v1.1_s.bin'],1990,5,9.464
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.15/nt_19900515_f08_v1.1_s.bin'],1990,5,9.568
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.16/nt_19900516_f08_v1.1_s.bin'],1990,5,9.676
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.17/nt_19900517_f08_v1.1_s.bin'],1990,5,9.708
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.18/nt_19900518_f08_v1.1_s.bin'],1990,5,9.757
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.19/nt_19900519_f08_v1.1_s.bin'],1990,5,9.894
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.20/nt_19900520_f08_v1.1_s.bin'],1990,5,10.02
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.21/nt_19900521_f08_v1.1_s.bin'],1990,5,10.225
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.22/nt_19900522_f08_v1.1_s.bin'],1990,5,10.446
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.23/nt_19900523_f08_v1.1_s.bin'],1990,5,10.509
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.24/nt_19900524_f08_v1.1_s.bin'],1990,5,10.565
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.25/nt_19900525_f08_v1.1_s.bin'],1990,5,10.678
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.26/nt_19900526_f08_v1.1_s.bin'],1990,5,10.8
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.27/nt_19900527_f08_v1.1_s.bin'],1990,5,10.979
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.28/nt_19900528_f08_v1.1_s.bin'],1990,5,11.122
29,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.29/nt_19900529_f08_v1.1_s.bin'],1990,5,11.133
30,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.30/nt_19900530_f08_v1.1_s.bin'],1990,5,11.23
31,['/ecs/DP1/PM/NSIDC-0051.001/1990.05.31/nt_19900531_f08_v1.1_s.bin'],1990,5,11.354
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.01/nt_19900601_f08_v1.1_s.bin'],1990,6,11.495
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.02/nt_19900602_f08_v1.1_s.bin'],1990,6,11.669
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.03/nt_19900603_f08_v1.1_s.bin'],1990,6,11.763
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.04/nt_19900604_f08_v1.1_s.bin'],1990,6,11.825
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.05/nt_19900605_f08_v1.1_s.bin'],1990,6,11.913
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.06/nt_19900606_f08_v1.1_s.bin'],1990,6,12.057
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.07/nt_19900607_f08_v1.1_s.bin'],1990,6,12.181
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.08/nt_19900608_f08_v1.1_s.bin'],1990,6,12.239
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.09/nt_19900609_f08_v1.1_s.bin'],1990,6,12.28
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.10/nt_19900610_f08_v1.1_s.bin'],1990,6,12.339
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.11/nt_19900611_f08_v1.1_s.bin'],1990,6,12.458
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.12/nt_19900612_f08_v1.1_s.bin'],1990,6,12.599
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.13/nt_19900613_f08_v1.1_s.bin'],1990,6,12.767
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.14/nt_19900614_f08_v1.1_s.bin'],1990,6,12.865
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.15/nt_19900615_f08_v1.1_s.bin'],1990,6,13.033
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.16/nt_19900616_f08_v1.1_s.bin'],1990,6,13.247
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.17/nt_19900617_f08_v1.1_s.bin'],1990,6,13.409
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.18/nt_19900618_f08_v1.1_s.bin'],1990,6,13.5
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.19/nt_19900619_f08_v1.1_s.bin'],1990,6,13.629
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.20/nt_19900620_f08_v1.1_s.bin'],1990,6,13.77
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.21/nt_19900621_f08_v1.1_s.bin'],1990,6,13.889
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.22/nt_19900622_f08_v1.1_s.bin'],1990,6,13.974
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.23/nt_19900623_f08_v1.1_s.bin'],1990,6,14.013
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.24/nt_19900624_f08_v1.1_s.bin'],1990,6,14.097
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.25/nt_19900625_f08_v1.1_s.bin'],1990,6,14.117
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.26/nt_19900626_f08_v1.1_s.bin'],1990,6,14.231
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.27/nt_19900627_f08_v1.1_s.bin'],1990,6,14.224
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.28/nt_19900628_f08_v1.1_s.bin'],1990,6,14.237
29,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.29/nt_19900629_f08_v1.1_s.bin'],1990,6,14.289
30,['/ecs/DP1/PM/NSIDC-0051.001/1990.06.30/nt_19900630_f08_v1.1_s.bin'],1990,6,14.378
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.01/nt_19900701_f08_v1.1_s.bin'],1990,7,14.469
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.02/nt_19900702_f08_v1.1_s.bin'],1990,7,14.553
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.03/nt_19900703_f08_v1.1_s.bin'],1990,7,14.604
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.04/nt_19900704_f08_v1.1_s.bin'],1990,7,14.75
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.05/nt_19900705_f08_v1.1_s.bin'],1990,7,14.777
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.06/nt_19900706_f08_v1.1_s.bin'],1990,7,14.792
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.07/nt_19900707_f08_v1.1_s.bin'],1990,7,14.836
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.08/nt_19900708_f08_v1.1_s.bin'],1990,7,14.877
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.09/nt_19900709_f08_v1.1_s.bin'],1990,7,14.909
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.10/nt_19900710_f08_v1.1_s.bin'],1990,7,15.03
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.11/nt_19900711_f08_v1.1_s.bin'],1990,7,15.106
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.12/nt_19900712_f08_v1.1_s.bin'],1990,7,15.276
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.13/nt_19900713_f08_v1.1_s.bin'],1990,7,15.351
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.14/nt_19900714_f08_v1.1_s.bin'],1990,7,15.428
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.15/nt_19900715_f08_v1.1_s.bin'],1990,7,15.453
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.16/nt_19900716_f08_v1.1_s.bin'],1990,7,15.503
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.17/nt_19900717_f08_v1.1_s.bin'],1990,7,15.601
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.18/nt_19900718_f08_v1.1_s.bin'],1990,7,15.694
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.19/nt_19900719_f08_v1.1_s.bin'],1990,7,15.75
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.20/nt_19900720_f08_v1.1_s.bin'],1990,7,15.933
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.21/nt_19900721_f08_v1.1_s.bin'],1990,7,15.99
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.22/nt_19900722_f08_v1.1_s.bin'],1990,7,16.117
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.23/nt_19900723_f08_v1.1_s.bin'],1990,7,16.173
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.24/nt_19900724_f08_v1.1_s.bin'],1990,7,16.213
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.25/nt_19900725_f08_v1.1_s.bin'],1990,7,16.301
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.26/nt_19900726_f08_v1.1_s.bin'],1990,7,16.341
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.27/nt_19900727_f08_v1.1_s.bin'],1990,7,16.424
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.28/nt_19900728_f08_v1.1_s.bin'],1990,7,16.488
29,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.29/nt_19900729_f08_v1.1_s.bin'],1990,7,16.555
30,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.30/nt_19900730_f08_v1.1_s.bin'],1990,7,16.675
31,['/ecs/DP1/PM/NSIDC-0051.001/1990.07.31/nt_19900731_f08_v1.1_s.bin'],1990,7,16.73
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.01/nt_19900801_f08_v1.1_s.bin'],1990,8,16.776
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.02/nt_19900802_f08_v1.1_s.bin'],1990,8,16.927
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.03/nt_19900803_f08_v1.1_s.bin'],1990,8,17.006
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.04/nt_19900804_f08_v1.1_s.bin'],1990,8,17.019
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.05/nt_19900805_f08_v1.1_s.bin'],1990,8,17.098
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.06/nt_19900806_f08_v1.1_s.bin'],1990,8,17.166
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.07/nt_19900807_f08_v1.1_s.bin'],1990,8,17.273
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.08/nt_19900808_f08_v1.1_s.bin'],1990,8,17.28
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.09/nt_19900809_f08_v1.1_s.bin'],1990,8,17.385
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.10/nt_19900810_f08_v1.1_s.bin'],1990,8,17.389
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.11/nt_19900811_f08_v1.1_s.bin'],1990,8,17.322
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.12/nt_19900812_f08_v1.1_s.bin'],1990,8,17.339
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.13/nt_19900813_f08_v1.1_s.bin'],1990,8,17.454
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.14/nt_19900814_f08_v1.1_s.bin'],1990,8,17.52
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.15/nt_19900815_f08_v1.1_s.bin'],1990,8,17.571
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.16/nt_19900816_f08_v1.1_s.bin'],1990,8,17.618
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.17/nt_19900817_f08_v1.1_s.bin'],1990,8,17.651
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.18/nt_19900818_f08_v1.1_s.bin'],1990,8,17.775
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.19/nt_19900819_f08_v1.1_s.bin'],1990,8,17.819
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.20/nt_19900820_f08_v1.1_s.bin'],1990,8,17.755
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.21/nt_19900821_f08_v1.1_s.bin'],1990,8,17.766
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.22/nt_19900822_f08_v1.1_s.bin'],1990,8,17.779
23,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.23/nt_19900823_f08_v1.1_s.bin'],1990,8,17.761
24,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.24/nt_19900824_f08_v1.1_s.bin'],1990,8,17.766
25,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.25/nt_19900825_f08_v1.1_s.bin'],1990,8,17.839
26,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.26/nt_19900826_f08_v1.1_s.bin'],1990,8,17.944
27,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.27/nt_19900827_f08_v1.1_s.bin'],1990,8,17.993
28,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.28/nt_19900828_f08_v1.1_s.bin'],1990,8,18.042
29,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.29/nt_19900829_f08_v1.1_s.bin'],1990,8,18.15
30,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.30/nt_19900830_f08_v1.1_s.bin'],1990,8,18.221
31,['/ecs/DP1/PM/NSIDC-0051.001/1990.08.31/nt_19900831_f08_v1.1_s.bin'],1990,8,18.187
1,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.01/nt_19900901_f08_v1.1_s.bin'],1990,9,18.182
2,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.02/nt_19900902_f08_v1.1_s.bin'],1990,9,18.21
3,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.03/nt_19900903_f08_v1.1_s.bin'],1990,9,18.215
4,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.04/nt_19900904_f08_v1.1_s.bin'],1990,9,18.247
5,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.05/nt_19900905_f08_v1.1_s.bin'],1990,9,18.232
6,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.06/nt_19900906_f08_v1.1_s.bin'],1990,9,18.236
7,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.07/nt_19900907_f08_v1.1_s.bin'],1990,9,18.141
8,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.08/nt_19900908_f08_v1.1_s.bin'],1990,9,18.116
9,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.09/nt_19900909_f08_v1.1_s.bin'],1990,9,18.123
10,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.10/nt_19900910_f08_v1.1_s.bin'],1990,9,18.07
11,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.11/nt_19900911_f08_v1.1_s.bin'],1990,9,17.986
12,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.12/nt_19900912_f08_v1.1_s.bin'],1990,9,18.014
13,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.13/nt_19900913_f08_v1.1_s.bin'],1990,9,18.002
14,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.14/nt_19900914_f08_v1.1_s.bin'],1990,9,18.06
15,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.15/nt_19900915_f08_v1.1_s.bin'],1990,9,18.075
16,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.16/nt_19900916_f08_v1.1_s.bin'],1990,9,18.081
17,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.17/nt_19900917_f08_v1.1_s.bin'],1990,9,18.132
18,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.18/nt_19900918_f08_v1.1_s.bin'],1990,9,18.26
19,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.19/nt_19900919_f08_v1.1_s.bin'],1990,9,18.265
20,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.20/nt_19900920_f08_v1.1_s.bin'],1990,9,18.201
21,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.21/nt_19900921_f08_v1.1_s.bin'],1990,9,18.219
22,['/ecs/DP1/PM/NSIDC-0051.001/1990.09.22/nt_19900922_f08_v1.1_s.bin'],1990,9,18.233
