RecordID,id,Name,Value,random1,random2
12228,Respondent #248,Quality - The product is deformed.,Agree,0.00431,0.272625
12229,Respondent #248,Pricing - The product is affordable.,Strongly Disagree,0.772824,0.164091
12230,Respondent #248,Pricing - The product saves me valuable time.,Agree,0.366419,0.066916
12231,Respondent #248,Pricing - The product saves me valuable effort.,Disagree,0.700853,0.248676
12232,Respondent #249,Design - I easily understood how to use the product.,Strongly Disagree,0.876576,0.904395
12233,Respondent #249,Design - I had no trouble installing the product.,Strongly Agree,0.231472,0.558216
12234,Respondent #249,"Design - The product's design is unintuitive.",Strongly Disagree,0.463947,0.71801
12235,Respondent #249,Quality - The product was durable.,Disagree,0.200785,0.341651
12236,Respondent #249,Quality - The product was free from scratches.,Disagree,0.087266,0.75962
12237,Respondent #249,Quality - The product is deformed.,Agree,0.935443,0.812579
12238,Respondent #249,Pricing - The product is affordable.,Strongly Disagree,0.928934,0.01802
12239,Respondent #249,Pricing - The product saves me valuable time.,Agree,0.952678,0.32577
12240,Respondent #249,Pricing - The product saves me valuable effort.,Disagree,0.669294,0.086939
12241,Respondent #250,Design - I easily understood how to use the product.,Strongly Disagree,0.306403,0.029879
12242,Respondent #250,Design - I had no trouble installing the product.,Strongly Agree,0.530795,0.304719
12243,Respondent #250,"Design - The product's design is unintuitive.",Disagree,0.51694,0.40405
12244,Respondent #250,Quality - The product was durable.,Strongly Agree,0.429529,0.027917
12245,Respondent #250,Quality - The product was free from scratches.,Disagree,0.828217,0.181263
12246,Respondent #250,Quality - The product is deformed.,Agree,0.928268,0.034604
12247,Respondent #250,Pricing - The product is affordable.,Strongly Disagree,0.726027,0.613054
12248,Respondent #250,Pricing - The product saves me valuable time.,Neutral,0.240114,0.400825
12249,Respondent #250,Pricing - The product saves me valuable effort.,Strongly Disagree,0.500503,0.17106
12250,Respondent #251,Design - I easily understood how to use the product.,Strongly Disagree,0.360543,0.506959
12251,Respondent #251,Design - I had no trouble installing the product.,Agree,0.402075,0.729161
12252,Respondent #251,"Design - The product's design is unintuitive.",Disagree,0.181533,0.762671
12253,Respondent #251,Quality - The product was durable.,Neutral,0.194105,0.729066
12254,Respondent #251,Quality - The product was free from scratches.,Disagree,0.443127,0.567085
12255,Respondent #251,Quality - The product is deformed.,Strongly Agree,0.778481,0.105397
12256,Respondent #251,Pricing - The product is affordable.,Strongly Disagree,0.562625,0.73658
12257,Respondent #251,Pricing - The product saves me valuable time.,Neutral,0.305348,0.073147
12258,Respondent #251,Pricing - The product saves me valuable effort.,Neutral,0.892289,0.158855
12259,Respondent #252,Design - I easily understood how to use the product.,Strongly Disagree,0.125277,0.390808
12260,Respondent #252,Design - I had no trouble installing the product.,Strongly Agree,0.857866,0.947003
12261,Respondent #252,"Design - The product's design is unintuitive.",Strongly Disagree,0.442225,0.729307
12262,Respondent #252,Quality - The product was durable.,Strongly Agree,0.683678,0.57281
12263,Respondent #252,Quality - The product was free from scratches.,Neutral,0.868813,0.917216
12264,Respondent #252,Quality - The product is deformed.,Agree,0.244564,0.256275
12265,Respondent #252,Pricing - The product is affordable.,Strongly Agree,0.82341,0.314841
12266,Respondent #252,Pricing - The product saves me valuable time.,Neutral,0.244162,0.810168
12267,Respondent #252,Pricing - The product saves me valuable effort.,Disagree,0.07432,0.783727
12268,Respondent #253,Design - I easily understood how to use the product.,Disagree,0.818865,0.0067
12269,Respondent #253,Design - I had no trouble installing the product.,Strongly Agree,0.24105,0.123636
12270,Respondent #253,"Design - The product's design is unintuitive.",Neutral,0.451351,0.168658
12271,Respondent #253,Quality - The product was durable.,Agree,0.870276,0.261834
12272,Respondent #253,Quality - The product was free from scratches.,Neutral,0.060989,0.97512
12273,Respondent #253,Quality - The product is deformed.,Strongly Disagree,0.042228,0.580545
12274,Respondent #253,Pricing - The product is affordable.,Disagree,0.647843,0.71666
12275,Respondent #253,Pricing - The product saves me valuable time.,Agree,0.30605,0.111574
12276,Respondent #253,Pricing - The product saves me valuable effort.,Disagree,0.905095,0.517468
12277,Respondent #254,Design - I easily understood how to use the product.,Strongly Disagree,0.292751,0.838639
12278,Respondent #254,Design - I had no trouble installing the product.,Agree,0.767709,0.25022
12279,Respondent #254,"Design - The product's design is unintuitive.",Agree,0.536402,0.248108
12280,Respondent #254,Quality - The product was durable.,Agree,0.737703,0.645731
12281,Respondent #254,Quality - The product was free from scratches.,Neutral,0.441499,0.175656
12282,Respondent #254,Quality - The product is deformed.,Agree,0.376338,0.039645
12283,Respondent #254,Pricing - The product is affordable.,Neutral,0.491936,0.326219
12284,Respondent #254,Pricing - The product saves me valuable time.,Neutral,0.260647,0.281276
12285,Respondent #254,Pricing - The product saves me valuable effort.,Strongly Disagree,0.771724,0.466247
12286,Respondent #255,Design - I easily understood how to use the product.,Strongly Disagree,0.642984,0.616174
12287,Respondent #255,Design - I had no trouble installing the product.,Neutral,0.383742,0.817178
12288,Respondent #255,"Design - The product's design is unintuitive.",Disagree,0.509844,0.254918
12289,Respondent #255,Quality - The product was durable.,Agree,0.906046,0.511358
12290,Respondent #255,Quality - The product was free from scratches.,Strongly Disagree,0.614009,0.735706
12291,Respondent #255,Quality - The product is deformed.,Disagree,0.836304,0.323924
12292,Respondent #255,Pricing - The product is affordable.,Disagree,0.719382,0.574696
12293,Respondent #255,Pricing - The product saves me valuable time.,Neutral,0.513437,0.041136
12294,Respondent #255,Pricing - The product saves me valuable effort.,Disagree,0.360694,0.203047
12295,Respondent #256,Design - I easily understood how to use the product.,Strongly Disagree,0.715167,0.238441
12296,Respondent #256,Design - I had no trouble installing the product.,Strongly Agree,0.954615,0.980625
12297,Respondent #256,"Design - The product's design is unintuitive.",Agree,0.463154,0.641231
12298,Respondent #256,Quality - The product was durable.,Strongly Agree,0.82324,0.490393
12299,Respondent #256,Quality - The product was free from scratches.,Disagree,0.849706,0.957205
12300,Respondent #256,Quality - The product is deformed.,Strongly Agree,0.40451,0.013834
12301,Respondent #256,Pricing - The product is affordable.,Strongly Disagree,0.023336,0.033519
12302,Respondent #256,Pricing - The product saves me valuable time.,Agree,0.771537,0.667552
12303,Respondent #256,Pricing - The product saves me valuable effort.,Strongly Disagree,0.306341,0.682154
12304,Respondent #257,Design - I easily understood how to use the product.,Strongly Disagree,0.660203,0.045751
12305,Respondent #257,Design - I had no trouble installing the product.,Neutral,0.9145,0.595509
12306,Respondent #257,"Design - The product's design is unintuitive.",Agree,0.318103,0.037187
12307,Respondent #257,Quality - The product was durable.,Strongly Agree,0.78879,0.684205
12308,Respondent #257,Quality - The product was free from scratches.,Disagree,0.258265,0.774201
12309,Respondent #257,Quality - The product is deformed.,Agree,0.814048,0.044732
12310,Respondent #257,Pricing - The product is affordable.,Agree,0.749625,0.302442
12311,Respondent #257,Pricing - The product saves me valuable time.,Disagree,0.078994,0.000975
12312,Respondent #257,Pricing - The product saves me valuable effort.,Strongly Disagree,0.224604,0.244174
12313,Respondent #258,Design - I easily understood how to use the product.,Strongly Disagree,0.464242,0.605182
12314,Respondent #258,Design - I had no trouble installing the product.,Strongly Agree,0.774612,0.468183
12315,Respondent #258,"Design - The product's design is unintuitive.",Disagree,0.992826,0.244459
12316,Respondent #258,Quality - The product was durable.,Neutral,0.575744,0.880892
12317,Respondent #258,Quality - The product was free from scratches.,Neutral,0.896172,0.584734
12318,Respondent #258,Quality - The product is deformed.,Agree,0.697067,0.913662
12319,Respondent #258,Pricing - The product is affordable.,Disagree,0.306532,0.606841
12320,Respondent #258,Pricing - The product saves me valuable time.,Agree,0.594963,0.51111
12321,Respondent #258,Pricing - The product saves me valuable effort.,Strongly Disagree,0.779548,0.451386
12322,Respondent #259,Design - I easily understood how to use the product.,Strongly Disagree,0.865356,0.963696
12323,Respondent #259,Design - I had no trouble installing the product.,Agree,0.551802,0.819292
12324,Respondent #259,"Design - The product's design is unintuitive.",Neutral,0.654612,0.172497
12325,Respondent #259,Quality - The product was durable.,Disagree,0.438442,0.718988
12326,Respondent #259,Quality - The product was free from scratches.,Disagree,0.714558,0.818104
12327,Respondent #259,Quality - The product is deformed.,Agree,0.826801,0.323694
12328,Respondent #259,Pricing - The product is affordable.,Agree,0.20676,0.897957
12329,Respondent #259,Pricing - The product saves me valuable time.,Neutral,0.197964,0.4017
12330,Respondent #259,Pricing - The product saves me valuable effort.,Disagree,0.272245,0.644467
12331,Respondent #260,Design - I easily understood how to use the product.,Strongly Disagree,0.502297,0.954131
12332,Respondent #260,Design - I had no trouble installing the product.,Strongly Agree,0.038033,0.285333
12333,Respondent #260,"Design - The product's design is unintuitive.",Disagree,0.337109,0.099741
12334,Respondent #260,Quality - The product was durable.,Neutral,0.270737,0.990565
12335,Respondent #260,Quality - The product was free from scratches.,Disagree,0.666205,0.469278
12336,Respondent #260,Quality - The product is deformed.,Strongly Agree,0.083304,0.300299
12337,Respondent #260,Pricing - The product is affordable.,Strongly Disagree,0.30395,0.454371
12338,Respondent #260,Pricing - The product saves me valuable time.,Neutral,0.767049,0.015462
12339,Respondent #260,Pricing - The product saves me valuable effort.,Disagree,0.882983,0.495698
12340,Respondent #261,Design - I easily understood how to use the product.,Disagree,0.107339,0.393192
12341,Respondent #261,Design - I had no trouble installing the product.,Agree,0.453104,0.023458
12342,Respondent #261,"Design - The product's design is unintuitive.",Disagree,0.795016,0.826755
12343,Respondent #261,Quality - The product was durable.,Neutral,0.766077,0.449112
12344,Respondent #261,Quality - The product was free from scratches.,Disagree,0.737771,0.408116
12345,Respondent #261,Quality - The product is deformed.,Neutral,0.953127,0.841473
12346,Respondent #261,Pricing - The product is affordable.,Neutral,0.663774,0.482663
12347,Respondent #261,Pricing - The product saves me valuable time.,Neutral,0.601113,0.455517
12348,Respondent #261,Pricing - The product saves me valuable effort.,Disagree,0.347667,0.170537
12349,Respondent #262,Design - I easily understood how to use the product.,Strongly Disagree,0.417212,0.91801
12350,Respondent #262,Design - I had no trouble installing the product.,Agree,0.162749,0.584278
12351,Respondent #262,"Design - The product's design is unintuitive.",Neutral,0.277092,0.345497
12352,Respondent #262,Quality - The product was durable.,Strongly Agree,0.23837,0.789182
12353,Respondent #262,Quality - The product was free from scratches.,Disagree,0.368164,0.377647
12354,Respondent #262,Quality - The product is deformed.,Agree,0.736896,0.86813
12355,Respondent #262,Pricing - The product is affordable.,Agree,0.085982,0.953079
12356,Respondent #262,Pricing - The product saves me valuable time.,Agree,0.221277,0.142834
12357,Respondent #262,Pricing - The product saves me valuable effort.,Strongly Disagree,0.995077,0.685554
12358,Respondent #263,Design - I easily understood how to use the product.,Strongly Disagree,0.484976,0.726569
12359,Respondent #263,Design - I had no trouble installing the product.,Agree,0.565284,0.734306
12360,Respondent #263,"Design - The product's design is unintuitive.",Disagree,0.048105,0.840513
12361,Respondent #263,Quality - The product was durable.,Agree,0.362382,0.505834
12362,Respondent #263,Quality - The product was free from scratches.,Disagree,0.639602,0.560757
12363,Respondent #263,Quality - The product is deformed.,Agree,0.790255,0.726096
12364,Respondent #263,Pricing - The product is affordable.,Disagree,0.933138,0.397118
12365,Respondent #263,Pricing - The product saves me valuable time.,Neutral,0.718744,0.501478
12366,Respondent #263,Pricing - The product saves me valuable effort.,Neutral,0.300249,0.342838
12367,Respondent #264,Design - I easily understood how to use the product.,Strongly Disagree,0.081683,0.170942
12368,Respondent #264,Design - I had no trouble installing the product.,Strongly Agree,0.447089,0.459966
12369,Respondent #264,"Design - The product's design is unintuitive.",Strongly Disagree,0.052375,0.865086
12370,Respondent #264,Quality - The product was durable.,Strongly Agree,0.189125,0.457872
12371,Respondent #264,Quality - The product was free from scratches.,Disagree,0.876075,0.700895
12372,Respondent #264,Quality - The product is deformed.,Agree,0.707209,0.113284
12373,Respondent #264,Pricing - The product is affordable.,Strongly Agree,0.612986,0.686773
12374,Respondent #264,Pricing - The product saves me valuable time.,Agree,0.876863,0.179655
12375,Respondent #264,Pricing - The product saves me valuable effort.,Disagree,0.831268,0.684746
12376,Respondent #265,Design - I easily understood how to use the product.,Strongly Disagree,0.64892,0.276352
12377,Respondent #265,Design - I had no trouble installing the product.,Strongly Agree,0.289021,0.882776
12378,Respondent #265,"Design - The product's design is unintuitive.",Disagree,0.66549,0.873628
12379,Respondent #265,Quality - The product was durable.,Agree,0.923983,0.941985
12380,Respondent #265,Quality - The product was free from scratches.,Strongly Disagree,0.448242,0.269818
12381,Respondent #265,Quality - The product is deformed.,Strongly Agree,0.48397,0.239086
12382,Respondent #265,Pricing - The product is affordable.,Strongly Agree,0.552703,0.148152
12383,Respondent #265,Pricing - The product saves me valuable time.,Neutral,0.644696,0.419733
12384,Respondent #265,Pricing - The product saves me valuable effort.,Disagree,0.756302,0.384901
12385,Respondent #266,Design - I easily understood how to use the product.,Neutral,0.762955,0.952793
12386,Respondent #266,Design - I had no trouble installing the product.,Agree,0.185666,0.36974
12387,Respondent #266,"Design - The product's design is unintuitive.",Neutral,0.272807,0.235671
12388,Respondent #266,Quality - The product was durable.,Neutral,0.034475,0.533232
12389,Respondent #266,Quality - The product was free from scratches.,Neutral,0.125473,0.910153
12390,Respondent #266,Quality - The product is deformed.,Agree,0.248154,0.453247
12391,Respondent #266,Pricing - The product is affordable.,Strongly Agree,0.436596,0.548615
12392,Respondent #266,Pricing - The product saves me valuable time.,Agree,0.575955,0.799706
12393,Respondent #266,Pricing - The product saves me valuable effort.,Disagree,0.606344,0.980662
12394,Respondent #267,Design - I easily understood how to use the product.,Strongly Disagree,0.857382,0.312839
12395,Respondent #267,Design - I had no trouble installing the product.,Disagree,0.404411,0.01987
12396,Respondent #267,"Design - The product's design is unintuitive.",Strongly Disagree,0.301946,0.689239
12397,Respondent #267,Quality - The product was durable.,Disagree,0.488115,0.526161
12398,Respondent #267,Quality - The product was free from scratches.,Disagree,0.462754,0.20655
12399,Respondent #267,Quality - The product is deformed.,Strongly Agree,0.73013,0.618463
12400,Respondent #267,Pricing - The product is affordable.,Strongly Disagree,0.816822,0.870344
12401,Respondent #267,Pricing - The product saves me valuable time.,Strongly Agree,0.339901,0.283245
12402,Respondent #267,Pricing - The product saves me valuable effort.,Strongly Disagree,0.179529,0.832968
12403,Respondent #268,Design - I easily understood how to use the product.,Strongly Disagree,0.588478,0.042147
12404,Respondent #268,Design - I had no trouble installing the product.,Strongly Agree,0.585211,0.786267
12405,Respondent #268,"Design - The product's design is unintuitive.",Neutral,0.038855,0.802224
12406,Respondent #268,Quality - The product was durable.,Strongly Agree,0.816607,0.170374
12407,Respondent #268,Quality - The product was free from scratches.,Disagree,0.276723,0.827093
12408,Respondent #268,Quality - The product is deformed.,Strongly Agree,0.066101,0.670559
12409,Respondent #268,Pricing - The product is affordable.,Neutral,0.249426,0.649012
12410,Respondent #268,Pricing - The product saves me valuable time.,Agree,0.260473,0.545477
12411,Respondent #268,Pricing - The product saves me valuable effort.,Strongly Disagree,0.900031,0.720189
12412,Respondent #269,Design - I easily understood how to use the product.,Strongly Disagree,0.871253,0.87086
12413,Respondent #269,Design - I had no trouble installing the product.,Strongly Agree,0.314718,0.725682
12414,Respondent #269,"Design - The product's design is unintuitive.",Disagree,0.262829,0.957489
12415,Respondent #269,Quality - The product was durable.,Agree,0.044514,0.571761
12416,Respondent #269,Quality - The product was free from scratches.,Disagree,0.152124,0.51103
12417,Respondent #269,Quality - The product is deformed.,Disagree,0.188511,0.986433
12418,Respondent #269,Pricing - The product is affordable.,Strongly Disagree,0.594535,0.339732
12419,Respondent #269,Pricing - The product saves me valuable time.,Agree,0.704963,0.529845
12420,Respondent #269,Pricing - The product saves me valuable effort.,Strongly Disagree,0.961608,0.837458
12421,Respondent #270,Design - I easily understood how to use the product.,Strongly Disagree,0.327934,0.955815
12422,Respondent #270,Design - I had no trouble installing the product.,Agree,0.835465,0.909516
12423,Respondent #270,"Design - The product's design is unintuitive.",Strongly Disagree,0.912747,0.497228
12424,Respondent #270,Quality - The product was durable.,Agree,0.868292,0.705777
12425,Respondent #270,Quality - The product was free from scratches.,Disagree,0.353818,0.017656
12426,Respondent #270,Quality - The product is deformed.,Strongly Agree,0.83953,0.06929
12427,Respondent #270,Pricing - The product is affordable.,Strongly Disagree,0.881884,0.129384
12428,Respondent #270,Pricing - The product saves me valuable time.,Neutral,0.214662,0.497163
12429,Respondent #270,Pricing - The product saves me valuable effort.,Disagree,0.98717,0.202457
12430,Respondent #271,Design - I easily understood how to use the product.,Strongly Disagree,0.189513,0.878657
12431,Respondent #271,Design - I had no trouble installing the product.,Neutral,0.750952,0.060538
12432,Respondent #271,"Design - The product's design is unintuitive.",Disagree,0.616508,0.05491
12433,Respondent #271,Quality - The product was durable.,Strongly Agree,0.749367,0.496385
12434,Respondent #271,Quality - The product was free from scratches.,Neutral,0.248652,0.413065
12435,Respondent #271,Quality - The product is deformed.,Neutral,0.227594,0.735998
12436,Respondent #271,Pricing - The product is affordable.,Strongly Disagree,0.325393,0.814177
12437,Respondent #271,Pricing - The product saves me valuable time.,Agree,0.327117,0.62233
12438,Respondent #271,Pricing - The product saves me valuable effort.,Strongly Disagree,0.182672,0.582583
12439,Respondent #272,Design - I easily understood how to use the product.,Strongly Disagree,0.440643,0.578774
12440,Respondent #272,Design - I had no trouble installing the product.,Disagree,0.400093,0.652059
12441,Respondent #272,"Design - The product's design is unintuitive.",Neutral,0.125043,0.956571
12442,Respondent #272,Quality - The product was durable.,Agree,0.219996,0.359929
12443,Respondent #272,Quality - The product was free from scratches.,Strongly Disagree,0.828515,0.182304
12444,Respondent #272,Quality - The product is deformed.,Agree,0.802741,0.942677
12445,Respondent #272,Pricing - The product is affordable.,Strongly Disagree,0.542533,0.735648
12446,Respondent #272,Pricing - The product saves me valuable time.,Agree,0.904228,0.054036
12447,Respondent #272,Pricing - The product saves me valuable effort.,Disagree,0.8592,0.984727
12448,Respondent #273,Design - I easily understood how to use the product.,Strongly Disagree,0.884982,0.600612
12449,Respondent #273,Design - I had no trouble installing the product.,Strongly Agree,0.367455,0.460769
12450,Respondent #273,"Design - The product's design is unintuitive.",Disagree,0.209918,0.457469
12451,Respondent #273,Quality - The product was durable.,Agree,0.456067,0.875488
12452,Respondent #273,Quality - The product was free from scratches.,Disagree,0.05595,0.518876
12453,Respondent #273,Quality - The product is deformed.,Disagree,0.587805,0.923191
12454,Respondent #273,Pricing - The product is affordable.,Agree,0.815653,0.208188
12455,Respondent #273,Pricing - The product saves me valuable time.,Neutral,0.262926,0.048282
12456,Respondent #273,Pricing - The product saves me valuable effort.,Strongly Disagree,0.214897,0.571758
12457,Respondent #274,Design - I easily understood how to use the product.,Strongly Disagree,0.811397,0.816041
12458,Respondent #274,Design - I had no trouble installing the product.,Agree,0.020245,0.37068
12459,Respondent #274,"Design - The product's design is unintuitive.",Agree,0.007265,0.715394
12460,Respondent #274,Quality - The product was durable.,Agree,0.036185,0.528812
12461,Respondent #274,Quality - The product was free from scratches.,Neutral,0.484425,0.325819
12462,Respondent #274,Quality - The product is deformed.,Neutral,0.767683,0.335283
12463,Respondent #274,Pricing - The product is affordable.,Disagree,0.255547,0.852968
12464,Respondent #274,Pricing - The product saves me valuable time.,Neutral,0.352327,0.403916
12465,Respondent #274,Pricing - The product saves me valuable effort.,Strongly Disagree,0.617244,0.516774
12466,Respondent #275,Design - I easily understood how to use the product.,Strongly Agree,0.432092,0.135332
12467,Respondent #275,Design - I had no trouble installing the product.,Neutral,0.78453,0.480053
12468,Respondent #275,"Design - The product's design is unintuitive.",Neutral,0.983807,0.532076
12469,Respondent #275,Quality - The product was durable.,Agree,0.687911,0.42819
12470,Respondent #275,Quality - The product was free from scratches.,Neutral,0.238181,0.631418
12471,Respondent #275,Quality - The product is deformed.,Disagree,0.846861,0.32436
12472,Respondent #275,Pricing - The product is affordable.,Strongly Disagree,0.200637,0.147473
12473,Respondent #275,Pricing - The product saves me valuable time.,Strongly Agree,0.958495,0.126369
12474,Respondent #275,Pricing - The product saves me valuable effort.,Disagree,0.310207,0.600827
12475,Respondent #276,Design - I easily understood how to use the product.,Strongly Disagree,0.539816,0.699376
12476,Respondent #276,Design - I had no trouble installing the product.,Neutral,0.945331,0.079091
12477,Respondent #276,"Design - The product's design is unintuitive.",Strongly Disagree,0.173592,0.963761
12478,Respondent #276,Quality - The product was durable.,Agree,0.764433,0.767382
12479,Respondent #276,Quality - The product was free from scratches.,Neutral,0.533052,0.760905
12480,Respondent #276,Quality - The product is deformed.,Strongly Agree,0.737199,0.103909
12481,Respondent #276,Pricing - The product is affordable.,Disagree,0.763732,0.086178
12482,Respondent #276,Pricing - The product saves me valuable time.,Disagree,0.845025,0.83434
12483,Respondent #276,Pricing - The product saves me valuable effort.,Disagree,0.246962,0.417928
12484,Respondent #277,Design - I easily understood how to use the product.,Strongly Disagree,0.401865,0.84524
12485,Respondent #277,Design - I had no trouble installing the product.,Strongly Agree,0.722105,0.348427
12486,Respondent #277,"Design - The product's design is unintuitive.",Disagree,0.06226,0.780606
12487,Respondent #277,Quality - The product was durable.,Strongly Agree,0.423718,0.795916
12488,Respondent #277,Quality - The product was free from scratches.,Disagree,0.208574,0.318731
12489,Respondent #277,Quality - The product is deformed.,Neutral,0.349275,0.931124
12490,Respondent #277,Pricing - The product is affordable.,Agree,0.401888,0.850886
12491,Respondent #277,Pricing - The product saves me valuable time.,Neutral,0.988973,0.304377
12492,Respondent #277,Pricing - The product saves me valuable effort.,Strongly Disagree,0.818334,0.737468
12493,Respondent #278,Design - I easily understood how to use the product.,Strongly Disagree,0.344054,0.447029
12494,Respondent #278,Design - I had no trouble installing the product.,Agree,0.963626,0.520381
12495,Respondent #278,"Design - The product's design is unintuitive.",Disagree,0.67375,0.988776
12496,Respondent #278,Quality - The product was durable.,Disagree,0.52338,0.432498
12497,Respondent #278,Quality - The product was free from scratches.,Disagree,0.180645,0.320345
12498,Respondent #278,Quality - The product is deformed.,Neutral,0.020858,0.051482
12499,Respondent #278,Pricing - The product is affordable.,Neutral,0.17376,0.846
12500,Respondent #278,Pricing - The product saves me valuable time.,Agree,0.232754,0.905071
12501,Respondent #278,Pricing - The product saves me valuable effort.,Strongly Disagree,0.071098,0.562055
12502,Respondent #279,Design - I easily understood how to use the product.,Strongly Disagree,0.131262,0.924734
12503,Respondent #279,Design - I had no trouble installing the product.,Agree,0.419071,0.237222
12504,Respondent #279,"Design - The product's design is unintuitive.",Disagree,0.359558,0.289293
12505,Respondent #279,Quality - The product was durable.,Agree,0.099702,0.267626
12506,Respondent #279,Quality - The product was free from scratches.,Disagree,0.010965,0.192925
12507,Respondent #279,Quality - The product is deformed.,Neutral,0.350271,0.212756
12508,Respondent #279,Pricing - The product is affordable.,Agree,0.112026,0.773826
12509,Respondent #279,Pricing - The product saves me valuable time.,Neutral,0.75141,0.816487
12510,Respondent #279,Pricing - The product saves me valuable effort.,Strongly Disagree,0.499166,0.791054
12511,Respondent #280,Design - I easily understood how to use the product.,Strongly Agree,0.268227,0.449108
12512,Respondent #280,Design - I had no trouble installing the product.,Strongly Agree,0.573689,0.30299
12513,Respondent #280,"Design - The product's design is unintuitive.",Disagree,0.861332,0.491185
12514,Respondent #280,Quality - The product was durable.,Agree,0.531306,0.829836
12515,Respondent #280,Quality - The product was free from scratches.,Disagree,0.830334,0.542081
12516,Respondent #280,Quality - The product is deformed.,Agree,0.776585,0.654694
12517,Respondent #280,Pricing - The product is affordable.,Strongly Agree,0.199082,0.587721
12518,Respondent #280,Pricing - The product saves me valuable time.,Agree,0.999507,0.396258
12519,Respondent #280,Pricing - The product saves me valuable effort.,Disagree,0.758295,0.121883
12520,Respondent #281,Design - I easily understood how to use the product.,Strongly Disagree,0.759463,0.2364
12521,Respondent #281,Design - I had no trouble installing the product.,Agree,0.499049,0.676789
12522,Respondent #281,"Design - The product's design is unintuitive.",Agree,0.381236,0.805183
12523,Respondent #281,Quality - The product was durable.,Strongly Agree,0.760605,0.579082
12524,Respondent #281,Quality - The product was free from scratches.,Disagree,0.30659,0.989419
12525,Respondent #281,Quality - The product is deformed.,Agree,0.709812,0.852846
12526,Respondent #281,Pricing - The product is affordable.,Strongly Disagree,0.540141,0.864499
12527,Respondent #281,Pricing - The product saves me valuable time.,Agree,0.318302,0.895586
12528,Respondent #281,Pricing - The product saves me valuable effort.,Disagree,0.648797,0.42198
12529,Respondent #282,Design - I easily understood how to use the product.,Strongly Disagree,0.835458,0.661335
12530,Respondent #282,Design - I had no trouble installing the product.,Agree,0.23205,0.309288
12531,Respondent #282,"Design - The product's design is unintuitive.",Neutral,0.695919,0.174937
12532,Respondent #282,Quality - The product was durable.,Agree,0.416653,0.911276
12533,Respondent #282,Quality - The product was free from scratches.,Disagree,0.626952,0.24877
12534,Respondent #282,Quality - The product is deformed.,Strongly Agree,0.31682,0.754885
12535,Respondent #282,Pricing - The product is affordable.,Strongly Disagree,0.304834,0.122762
12536,Respondent #282,Pricing - The product saves me valuable time.,Agree,0.415889,0.032073
12537,Respondent #282,Pricing - The product saves me valuable effort.,Disagree,0.957887,0.303086
12538,Respondent #283,Design - I easily understood how to use the product.,Strongly Disagree,0.732983,0.525695
12539,Respondent #283,Design - I had no trouble installing the product.,Strongly Agree,0.643305,0.585362
12540,Respondent #283,"Design - The product's design is unintuitive.",Strongly Disagree,0.68059,0.839657
12541,Respondent #283,Quality - The product was durable.,Agree,0.276432,0.301724
12542,Respondent #283,Quality - The product was free from scratches.,Disagree,0.362195,0.215653
12543,Respondent #283,Quality - The product is deformed.,Agree,0.875009,0.087025
12544,Respondent #283,Pricing - The product is affordable.,Strongly Disagree,0.161473,0.964429
12545,Respondent #283,Pricing - The product saves me valuable time.,Neutral,0.881463,0.851718
12546,Respondent #283,Pricing - The product saves me valuable effort.,Neutral,0.22435,0.883812
12547,Respondent #284,Design - I easily understood how to use the product.,Strongly Disagree,0.016024,0.387086
12548,Respondent #284,Design - I had no trouble installing the product.,Strongly Agree,0.96173,0.58636
12549,Respondent #284,"Design - The product's design is unintuitive.",Strongly Disagree,0.254897,0.382221
12550,Respondent #284,Quality - The product was durable.,Neutral,0.895659,0.931741
12551,Respondent #284,Quality - The product was free from scratches.,Disagree,0.763429,0.031245
12552,Respondent #284,Quality - The product is deformed.,Disagree,0.820167,0.96383
12553,Respondent #284,Pricing - The product is affordable.,Disagree,0.164459,0.816019
12554,Respondent #284,Pricing - The product saves me valuable time.,Neutral,0.574301,0.109377
12555,Respondent #284,Pricing - The product saves me valuable effort.,Disagree,0.340768,0.549519
12556,Respondent #285,Design - I easily understood how to use the product.,Strongly Disagree,0.031573,0.744228
12557,Respondent #285,Design - I had no trouble installing the product.,Agree,0.850632,0.683443
12558,Respondent #285,"Design - The product's design is unintuitive.",Disagree,0.668399,0.785569
12559,Respondent #285,Quality - The product was durable.,Strongly Agree,0.21603,0.703506
12560,Respondent #285,Quality - The product was free from scratches.,Disagree,0.587197,0.089749
12561,Respondent #285,Quality - The product is deformed.,Neutral,0.616024,0.742807
12562,Respondent #285,Pricing - The product is affordable.,Disagree,0.672757,0.409022
12563,Respondent #285,Pricing - The product saves me valuable time.,Agree,0.652463,0.166844
12564,Respondent #285,Pricing - The product saves me valuable effort.,Disagree,0.700194,0.728686
12565,Respondent #286,Design - I easily understood how to use the product.,Strongly Disagree,0.710622,0.520987
12566,Respondent #286,Design - I had no trouble installing the product.,Strongly Agree,0.56637,0.951686
12567,Respondent #286,"Design - The product's design is unintuitive.",Neutral,0.865206,0.811197
12568,Respondent #286,Quality - The product was durable.,Neutral,0.455999,0.83438
12569,Respondent #286,Quality - The product was free from scratches.,Neutral,0.905198,0.36412
12570,Respondent #286,Quality - The product is deformed.,Disagree,0.878458,0.483726
12571,Respondent #286,Pricing - The product is affordable.,Strongly Disagree,0.608323,0.765534
12572,Respondent #286,Pricing - The product saves me valuable time.,Neutral,0.286756,0.530122
12573,Respondent #286,Pricing - The product saves me valuable effort.,Neutral,0.962852,0.174025
