transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
9/23/2020,1:56 PM,Florida,Winter Haven,515-899-30,false,20,Yes,0.21,$76.35
10/20/2020,1:15 PM,Georgia,Decatur,306-492-73,true,13,Yes,0.3,$216.16
2/14/2020,4:35 PM,Florida,Sarasota,188-194-54,true,17,Yes,0.2,$216.99
5/30/2020,4:46 PM,Alabama,Birmingham,547-165-63,false,33,Yes,0.46,$145.46
8/18/2020,3:14 PM,Georgia,Atlanta,,,11,Yes,0.18,$101.10
9/20/2020,12:28 PM,Georgia,Decatur,,,34,,,$203.84
11/8/2019,6:26 PM,Florida,Jacksonville,807-887-23,false,11,Yes,0.47,$46.70
2/19/2020,12:23 PM,Alabama,Mobile,839-904-45,true,24,,,$225.17
7/26/2020,6:24 PM,Alabama,Birmingham,322-121-66,true,9,Yes,0.2,$108.21
10/26/2019,8:20 PM,Georgia,Gainesville,,,8,,,$107.61
7/7/2020,5:36 PM,Florida,Punta Gorda,170-477-84,true,23,,,$104.96
5/16/2020,2:29 PM,Florida,Fort Myers,263-445-90,false,14,Yes,0.17,$36.02
9/4/2020,4:39 PM,Florida,Jacksonville,,,19,Yes,0.3,$222.82
10/24/2019,7:38 PM,Florida,Panama City,841-310-72,true,14,,,$217.16
4/23/2020,11:19 AM,Florida,Miami,,,29,,,$228.27
5/11/2020,12:44 PM,Alabama,Birmingham,,,13,,,$105.24
11/18/2019,8:44 PM,Georgia,Atlanta,,,19,,,$108.80
1/30/2020,7:32 PM,Alabama,Birmingham,,,30,,,$227.81
10/27/2020,5:20 PM,Florida,Gainesville,309-155-00,true,20,Yes,0.35,$34.91
9/16/2020,1:37 PM,Georgia,Marietta,,,31,,,$83.80
1/8/2020,1:53 PM,Florida,Pensacola,846-768-08,false,12,,,$194.00
10/10/2020,8:55 PM,Florida,Melbourne,158-916-47,false,30,,,$58.45
5/17/2020,2:09 PM,Florida,Miami Beach,417-318-41,true,13,,,$132.94
2/8/2020,7:33 PM,Florida,Clearwater,,,5,Yes,0.19,$97.79
9/12/2020,8:29 PM,South Carolina,Charleston,631-993-93,true,33,,,$143.35
7/30/2020,1:16 PM,Florida,Tampa,,,16,,,$207.03
11/27/2019,6:41 PM,Georgia,Columbus,445-183-19,true,12,,,$200.71
3/29/2020,2:31 PM,South Carolina,Myrtle Beach,,,6,,,$117.44
11/7/2019,7:02 PM,Florida,Fort Myers,,,9,,,$146.50
5/20/2020,3:52 PM,Florida,Miami,,,26,,,$81.56
5/23/2020,1:10 PM,Florida,Saint Petersburg,318-548-11,false,5,,,$92.06
11/17/2019,11:06 AM,Florida,Gainesville,367-482-80,false,23,,,$29.43
10/18/2019,4:07 PM,Georgia,Lawrenceville,354-931-68,false,28,Yes,0.47,$141.37
3/5/2020,2:22 PM,South Carolina,Greenville,399-708-75,true,13,Yes,0.46,$161.20
11/26/2019,5:02 PM,Alabama,Anniston,,,33,,,$27.68
11/13/2019,2:22 PM,Florida,Daytona Beach,,,20,,,$227.29
10/17/2020,2:57 PM,Florida,Gainesville,815-728-30,true,6,Yes,0.17,$112.16
2/24/2020,12:27 PM,Georgia,Duluth,,,23,Yes,0.11,$197.78
12/6/2019,12:39 PM,Georgia,Atlanta,,,26,,,$174.48
10/5/2019,4:15 PM,Florida,Palm Bay,657-441-86,true,19,,,$42.30
10/19/2020,2:53 PM,Georgia,Atlanta,262-596-49,true,26,,,$167.07
3/21/2020,5:09 PM,South Carolina,Charleston,,,25,Yes,0.45,$114.74
10/12/2020,11:16 AM,Florida,Brooksville,390-446-99,false,34,Yes,0.49,$231.91
1/23/2020,1:11 PM,South Carolina,Columbia,,,21,,,$148.98
2/13/2020,7:55 PM,Florida,Miami Beach,,,19,Yes,0.14,$68.90
11/30/2019,2:46 PM,Florida,Hollywood,527-600-98,true,20,,,$118.65
6/21/2020,7:46 PM,Georgia,Lawrenceville,,,6,,,$122.37
4/16/2020,7:09 PM,Florida,Largo,,,26,Yes,0.32,$22.13
4/8/2020,3:14 PM,Florida,Miami,,,29,,,$209.25
12/6/2019,7:30 PM,Florida,Miami,,,31,Yes,0.42,$209.50
6/1/2020,2:03 PM,Georgia,Atlanta,999-596-36,true,25,Yes,0.24,$209.47
3/23/2020,4:05 PM,Florida,Boca Raton,211-463-74,true,21,,,$137.83
11/9/2019,11:12 AM,Alabama,Huntsville,,,22,,,$212.06
6/17/2020,1:09 PM,Florida,Hialeah,785-065-36,false,24,,,$42.37
1/30/2020,5:38 PM,Florida,Sarasota,491-684-19,false,16,,,$201.75
7/28/2020,3:16 PM,Florida,Delray Beach,,,14,Yes,0.21,$194.44
10/19/2019,7:49 PM,Florida,Fort Lauderdale,939-527-10,true,27,,,$199.19
10/26/2020,8:26 PM,South Carolina,Beaufort,680-187-43,false,16,,,$213.22
3/31/2020,11:45 AM,Florida,Lake Worth,,,31,,,$192.64
5/26/2020,3:01 PM,Alabama,Mobile,061-596-20,false,15,,,$43.00
7/13/2020,5:58 PM,Florida,Jacksonville,,,7,,,$34.73
2/22/2020,6:01 PM,Florida,Fort Lauderdale,122-947-84,false,15,Yes,0.28,$106.92
4/9/2020,4:36 PM,Florida,Saint Petersburg,832-337-10,true,7,,,$67.84
11/6/2019,2:59 PM,Florida,Tampa,241-935-34,false,14,Yes,0.32,$164.77
7/27/2020,5:10 PM,Florida,Lehigh Acres,936-497-79,true,9,Yes,0.17,$21.06
10/18/2019,3:25 PM,Georgia,Savannah,852-743-44,false,16,,,$169.91
1/19/2020,4:21 PM,Florida,Miami,,,9,,,$113.49
7/23/2020,12:14 PM,Florida,Fort Myers,,,10,,,$230.89
1/18/2020,12:43 PM,Florida,Fort Lauderdale,,,5,,,$212.13
11/16/2019,7:08 PM,Florida,Boynton Beach,676-672-83,true,18,,,$204.34
6/3/2020,5:02 PM,Georgia,Atlanta,,,9,,,$97.99
4/5/2020,11:59 AM,Alabama,Mobile,,,22,,,$225.33
8/20/2020,3:29 PM,Florida,Fort Lauderdale,364-400-07,true,16,,,$79.31
9/15/2020,11:42 AM,Florida,Hollywood,,,26,,,$92.24
4/13/2020,3:39 PM,Florida,Miami,,,27,,,$75.73
10/11/2019,12:30 PM,Georgia,Lawrenceville,783-249-72,true,26,,,$60.97
10/9/2019,6:46 PM,Florida,Hialeah,891-396-07,false,22,,,$29.65
5/2/2020,8:57 PM,Florida,Saint Petersburg,488-250-07,false,25,,,$153.23
9/27/2020,3:08 PM,Florida,Miami,,,3,,,$166.27
10/7/2019,12:13 PM,Alabama,Birmingham,,,3,,,$170.77
11/8/2019,6:34 PM,Georgia,Atlanta,459-997-50,false,26,Yes,0.13,$202.18
1/10/2020,5:53 PM,Florida,West Palm Beach,,,7,Yes,0.38,$145.82
6/30/2020,8:36 PM,Florida,Pensacola,,,7,Yes,0.36,$198.60
10/29/2020,1:52 PM,Florida,Tallahassee,,,34,,,$39.82
10/24/2020,7:25 PM,Georgia,Marietta,536-097-54,false,15,,,$173.52
9/2/2020,2:48 PM,Florida,Saint Petersburg,992-035-76,true,28,,,$74.12
2/2/2020,5:22 PM,Florida,Fort Lauderdale,,,30,,,$37.14
10/2/2020,6:51 PM,Alabama,Birmingham,409-181-11,false,29,,,$215.40
10/26/2020,6:26 PM,Alabama,Birmingham,862-512-61,true,14,,,$26.58
10/16/2019,3:00 PM,Alabama,Mobile,,,5,Yes,0.25,$207.13
11/24/2019,7:53 PM,Mississippi,Jackson,,,7,,,$86.46
9/9/2020,5:35 PM,Florida,Saint Petersburg,,,33,Yes,0.36,$202.99
3/17/2020,8:40 PM,Florida,Ocala,,,32,,,$102.24
9/6/2020,4:36 PM,Florida,Jacksonville,,,15,,,$208.27
2/15/2020,1:12 PM,Florida,Boca Raton,786-638-55,false,11,,,$113.99
8/9/2020,8:26 PM,Florida,Pensacola,266-736-81,false,15,,,$127.24
7/25/2020,5:40 PM,Florida,Orlando,461-693-17,false,3,Yes,0.41,$156.19
9/14/2020,3:12 PM,South Carolina,Columbia,463-678-89,false,34,,,$228.63
3/26/2020,4:50 PM,Alabama,Montgomery,626-191-15,false,16,Yes,0.42,$134.87
4/21/2020,4:58 PM,Georgia,Duluth,023-001-70,true,16,,,$117.06
1/28/2020,12:56 PM,South Carolina,Columbia,,,12,,,$219.75
3/5/2020,11:33 AM,Florida,West Palm Beach,552-702-55,false,22,,,$191.92
8/31/2020,11:22 AM,Florida,Miami,,,25,,,$53.82
1/28/2020,5:49 PM,Georgia,Atlanta,121-943-88,false,27,,,$142.41
11/20/2019,6:36 PM,Georgia,Augusta,260-707-77,true,29,,,$177.96
12/29/2019,12:46 PM,Mississippi,Biloxi,,,20,,,$71.31
2/9/2020,5:56 PM,Alabama,Birmingham,,,31,,,$129.48
6/26/2020,7:44 PM,Florida,Panama City,,,3,,,$209.74
1/10/2020,11:57 AM,Florida,Jacksonville,335-158-91,true,18,,,$58.16
5/9/2020,1:29 PM,Florida,Daytona Beach,722-117-35,false,31,Yes,0.22,$196.32
3/18/2020,3:13 PM,Alabama,Birmingham,,,33,,,$167.07
8/27/2020,11:53 AM,Mississippi,Jackson,,,23,,,$121.11
5/28/2020,4:23 PM,Florida,Miami,360-347-57,true,8,,,$26.72
3/8/2020,2:13 PM,Florida,Sarasota,,,23,,,$103.06
11/20/2019,11:24 AM,Alabama,Birmingham,831-486-46,true,8,Yes,0.27,$210.90
10/26/2019,3:41 PM,Alabama,Birmingham,214-599-22,true,24,,,$87.62
11/26/2019,1:25 PM,Alabama,Birmingham,,,20,,,$82.76
12/2/2019,4:56 PM,Georgia,Savannah,122-893-82,true,16,,,$100.49
1/1/2020,5:06 PM,Florida,Daytona Beach,111-673-30,false,12,,,$128.02
4/30/2020,2:52 PM,Georgia,Lawrenceville,725-737-42,true,33,Yes,0.27,$66.21
5/9/2020,5:38 PM,Alabama,Montgomery,412-351-51,false,32,,,$220.89
11/18/2019,2:42 PM,Georgia,Columbus,232-216-28,false,18,,,$38.00
1/1/2020,2:41 PM,Florida,Tampa,916-015-06,true,28,,,$30.52
7/11/2020,7:58 PM,Florida,Miami,838-106-31,true,11,,,$85.06
8/5/2020,8:26 PM,Georgia,Macon,768-011-88,true,17,,,$23.36
10/18/2019,11:09 AM,Georgia,Duluth,,,30,Yes,0.11,$170.09
9/4/2020,2:00 PM,Florida,Hialeah,,,9,,,$62.68
8/15/2020,12:01 PM,Florida,Pensacola,765-289-24,true,11,,,$192.98
7/15/2020,8:29 PM,Alabama,Birmingham,,,3,,,$233.79
5/24/2020,12:03 PM,Florida,Jacksonville,327-305-61,true,8,,,$131.41
1/9/2020,2:14 PM,South Carolina,Columbia,,,26,Yes,0.46,$204.55
9/11/2020,5:13 PM,Florida,Tampa,669-698-57,false,9,,,$133.66
10/23/2019,4:06 PM,South Carolina,Columbia,593-384-27,false,19,Yes,0.48,$41.90
3/24/2020,5:55 PM,Florida,Tallahassee,801-212-50,false,4,,,$186.96
7/29/2020,11:57 AM,South Carolina,Charleston,901-339-90,false,24,,,$189.52
2/27/2020,11:35 AM,South Carolina,Charleston,980-835-61,false,25,Yes,0.47,$96.80
2/18/2020,3:24 PM,Florida,Jacksonville,334-834-77,false,4,,,$50.49
11/2/2019,8:41 PM,Florida,Fort Lauderdale,276-111-52,true,10,,,$21.78
2/25/2020,3:01 PM,Florida,Tallahassee,965-967-23,true,18,Yes,0.17,$122.39
6/21/2020,12:20 PM,Georgia,Albany,,,34,,,$182.19
3/6/2020,3:32 PM,Florida,Hialeah,646-628-99,false,22,,,$164.01
6/9/2020,5:44 PM,Florida,Hollywood,392-987-35,false,33,,,$85.91
10/10/2020,8:28 PM,Georgia,Atlanta,370-005-57,true,4,,,$202.51
4/14/2020,11:39 AM,Georgia,Atlanta,,,28,,,$141.39
12/1/2019,7:35 PM,Florida,Clearwater,,,9,,,$195.67
2/24/2020,5:47 PM,Florida,Tampa,,,19,,,$87.26
5/10/2020,2:55 PM,Florida,Saint Augustine,,,4,,,$71.16
1/6/2020,1:58 PM,Florida,Pensacola,,,27,,,$54.54
2/29/2020,2:19 PM,Florida,Seminole,,,32,,,$95.05
5/15/2020,5:03 PM,Florida,North Port,180-200-64,true,27,Yes,0.13,$219.06
11/22/2019,1:18 PM,Georgia,Cumming,,,33,,,$113.93
10/5/2019,12:11 PM,Georgia,Albany,,,20,Yes,0.46,$33.36
11/17/2019,7:08 PM,Alabama,Mobile,692-708-22,false,14,,,$151.13
5/16/2020,6:54 PM,Florida,Miami,,,34,Yes,0.12,$105.41
11/14/2019,1:06 PM,Florida,Pompano Beach,,,4,,,$224.05
4/3/2020,11:23 AM,Florida,Pompano Beach,655-298-58,true,33,Yes,0.4,$192.71
9/10/2020,4:51 PM,Florida,West Palm Beach,,,32,,,$55.06
11/3/2019,2:26 PM,Florida,Miami,542-013-34,true,34,Yes,0.36,$90.44
5/31/2020,11:55 AM,Florida,Fort Lauderdale,,,24,,,$51.35
8/30/2020,2:13 PM,Florida,Clearwater,603-526-65,true,28,,,$204.34
1/13/2020,1:34 PM,Georgia,Columbus,977-600-07,true,31,,,$168.37
10/7/2019,5:51 PM,Mississippi,Columbus,531-655-07,false,33,,,$235.33
8/21/2020,2:22 PM,Florida,Miami,583-155-35,true,8,,,$165.58
10/13/2019,2:44 PM,South Carolina,Greenville,518-662-44,true,3,,,$54.23
8/24/2020,7:20 PM,Mississippi,Hattiesburg,,,21,,,$143.64
1/4/2020,6:38 PM,Florida,Pensacola,027-744-66,false,18,Yes,0.19,$126.45
7/7/2020,12:27 PM,Florida,Brooksville,,,4,,,$170.08
1/4/2020,6:31 PM,Georgia,Macon,018-487-73,true,26,,,$220.32
3/18/2020,6:06 PM,Alabama,Birmingham,,,17,,,$232.75
7/28/2020,1:38 PM,Alabama,Montgomery,,,24,Yes,0.37,$90.08
2/8/2020,12:55 PM,Florida,Miami,,,10,,,$180.99
12/25/2019,11:55 AM,Georgia,Alpharetta,,,10,Yes,0.29,$126.42
3/25/2020,6:37 PM,Georgia,Marietta,193-061-29,true,15,,,$83.35
11/4/2019,5:03 PM,Georgia,Albany,,,24,,,$80.84
1/31/2020,7:12 PM,Georgia,Savannah,668-371-83,true,13,,,$108.02
5/10/2020,12:04 PM,Florida,Pensacola,480-062-89,false,4,,,$143.09
3/31/2020,3:02 PM,Florida,Jacksonville,,,4,,,$47.09
10/6/2020,1:03 PM,South Carolina,Spartanburg,927-250-54,false,15,,,$154.33
11/9/2019,3:47 PM,South Carolina,Columbia,494-061-07,true,24,Yes,0.13,$169.20
6/16/2020,7:31 PM,Florida,Delray Beach,973-395-94,false,20,,,$170.58
7/28/2020,3:21 PM,Florida,Orlando,697-313-40,true,18,Yes,0.29,$216.64
12/3/2019,4:13 PM,Florida,Fort Lauderdale,129-068-17,false,11,Yes,0.46,$70.06
4/21/2020,2:32 PM,Florida,Pensacola,708-087-06,true,16,,,$76.89
3/24/2020,4:57 PM,Georgia,Alpharetta,,,3,,,$44.53
7/25/2020,2:41 PM,Alabama,Birmingham,,,16,Yes,0.21,$30.26
10/23/2019,12:11 PM,Alabama,Birmingham,,,17,,,$142.89
10/5/2019,2:24 PM,Alabama,Huntsville,757-478-79,false,34,,,$80.21
10/15/2020,5:31 PM,Alabama,Huntsville,642-833-92,false,5,,,$159.05
4/10/2020,5:11 PM,Florida,Tampa,972-926-39,false,19,Yes,0.12,$113.46
5/7/2020,3:38 PM,South Carolina,Charleston,676-843-63,true,4,Yes,0.5,$180.87
3/17/2020,4:00 PM,South Carolina,Greenville,,,31,Yes,0.3,$228.64
4/30/2020,8:34 PM,Florida,Jacksonville,,,28,,,$28.06
2/6/2020,3:51 PM,Mississippi,Jackson,461-631-74,true,30,,,$188.43
6/29/2020,12:04 PM,South Carolina,Charleston,,,24,,,$39.69
1/24/2020,6:00 PM,Georgia,Atlanta,201-184-02,false,18,,,$109.53
7/12/2020,11:46 AM,Florida,Pinellas Park,358-359-79,true,4,,,$98.68
8/29/2020,4:17 PM,Florida,West Palm Beach,,,21,Yes,0.49,$75.01
8/26/2020,11:35 AM,Florida,Tallahassee,380-845-64,true,32,Yes,0.2,$152.07
6/30/2020,3:15 PM,Georgia,Atlanta,,,6,Yes,0.15,$122.57
9/1/2020,8:04 PM,Florida,Saint Petersburg,982-164-63,false,25,,,$36.41
3/13/2020,1:57 PM,Florida,Boca Raton,021-656-69,false,32,,,$20.11
6/10/2020,3:10 PM,Georgia,Atlanta,,,12,,,$169.97
12/7/2019,11:25 AM,Georgia,Athens,,,15,Yes,0.42,$133.68
1/8/2020,11:13 AM,Alabama,Mobile,,,28,Yes,0.36,$52.76
4/10/2020,11:35 AM,Alabama,Montgomery,,,4,,,$66.20
10/27/2019,12:59 PM,Florida,Boca Raton,587-455-78,true,26,,,$127.78
7/20/2020,2:34 PM,Florida,Miami,193-237-90,false,19,,,$63.45
10/20/2019,5:08 PM,Florida,West Palm Beach,,,16,Yes,0.39,$97.14
10/9/2020,7:09 PM,Florida,Miami,985-298-93,false,7,,,$204.40
4/23/2020,2:26 PM,Georgia,Savannah,115-958-00,false,3,Yes,0.25,$187.54
8/1/2020,7:14 PM,Florida,Gainesville,,,11,,,$106.84
6/22/2020,5:09 PM,Georgia,Atlanta,,,4,Yes,0.45,$133.15
4/4/2020,6:55 PM,Florida,Jacksonville,067-450-70,true,27,Yes,0.3,$187.28
1/12/2020,11:32 AM,Florida,Jacksonville,680-721-56,true,33,,,$153.61
5/24/2020,7:34 PM,Alabama,Birmingham,498-572-29,false,4,,,$61.40
5/28/2020,5:41 PM,Mississippi,Hattiesburg,,,6,,,$221.07
2/20/2020,5:30 PM,Florida,Tampa,,,21,,,$172.92
12/6/2019,7:06 PM,Alabama,Montgomery,875-160-70,true,17,,,$57.16
7/22/2020,4:16 PM,South Carolina,Columbia,,,19,Yes,0.26,$137.35
10/14/2019,5:17 PM,South Carolina,Columbia,,,34,,,$40.70
8/30/2020,6:34 PM,Alabama,Mobile,495-362-67,true,24,,,$25.97
12/3/2019,2:19 PM,Florida,Melbourne,690-871-83,true,10,,,$80.18
1/30/2020,5:20 PM,South Carolina,Columbia,804-491-95,false,30,,,$189.95
6/26/2020,2:22 PM,Alabama,Anniston,721-576-08,false,21,Yes,0.42,$65.24
6/27/2020,11:34 AM,Florida,Tampa,758-549-03,true,20,Yes,0.47,$142.71
12/8/2019,12:08 PM,Florida,Tallahassee,375-150-58,false,3,,,$174.74
3/21/2020,11:42 AM,Florida,Daytona Beach,364-612-78,true,18,,,$208.45
3/24/2020,6:36 PM,Florida,Pensacola,,,16,,,$107.24
7/9/2020,2:11 PM,Florida,Orlando,354-969-47,false,10,,,$177.15
5/15/2020,12:32 PM,Georgia,Decatur,103-640-73,false,19,,,$184.73
12/11/2019,1:01 PM,Florida,Bradenton,814-507-29,false,28,,,$202.01
8/12/2020,11:57 AM,Alabama,Birmingham,405-276-32,false,3,,,$71.15
10/11/2020,11:58 AM,Florida,Orlando,183-710-80,true,20,,,$40.67
7/26/2020,5:37 PM,Florida,Lake Worth,315-704-90,false,19,,,$66.72
1/14/2020,12:39 PM,Mississippi,Jackson,497-594-55,false,23,Yes,0.1,$200.13
6/3/2020,7:59 PM,Florida,Jacksonville,271-079-20,false,18,,,$55.55
8/9/2020,6:19 PM,Florida,Tampa,422-094-05,false,14,Yes,0.15,$78.80
12/24/2019,11:22 AM,Alabama,Montgomery,,,25,,,$55.58
11/28/2019,6:30 PM,Florida,Fort Lauderdale,,,3,,,$187.60
3/15/2020,4:31 PM,South Carolina,Anderson,804-569-15,false,30,,,$61.31
2/9/2020,4:08 PM,Georgia,Athens,,,27,Yes,0.14,$99.92
1/25/2020,1:01 PM,Georgia,Atlanta,,,32,,,$82.93
5/14/2020,2:04 PM,Florida,Tallahassee,040-169-65,false,30,,,$142.87
11/1/2019,12:30 PM,Florida,Homestead,454-718-72,false,13,,,$47.52
8/26/2020,4:55 PM,Mississippi,Gulfport,224-399-34,true,10,,,$203.30
12/21/2019,3:34 PM,Alabama,Birmingham,104-090-05,false,30,,,$201.14
9/11/2020,11:42 AM,Florida,Jacksonville,647-835-52,true,18,,,$131.02
10/8/2019,3:17 PM,Florida,Winter Haven,,,31,Yes,0.21,$105.55
2/11/2020,1:31 PM,Alabama,Birmingham,409-613-46,false,23,Yes,0.19,$197.46
5/18/2020,7:59 PM,Alabama,Tuscaloosa,,,32,,,$214.34
11/7/2019,1:31 PM,Alabama,Montgomery,,,11,,,$195.29
9/1/2020,6:06 PM,Florida,Tampa,437-386-16,false,9,,,$177.58
8/8/2020,2:38 PM,Florida,Lehigh Acres,,,13,,,$37.88
10/15/2020,7:18 PM,Georgia,Savannah,912-922-68,true,22,,,$126.33
10/13/2020,4:36 PM,Florida,Hialeah,611-760-48,false,28,,,$206.69
9/25/2020,12:33 PM,Georgia,Duluth,176-049-67,true,9,,,$137.67
9/13/2020,1:19 PM,Georgia,Lawrenceville,127-322-32,false,8,,,$202.53
7/18/2020,3:51 PM,Georgia,Macon,664-410-33,false,27,,,$187.65
5/18/2020,5:37 PM,Florida,Vero Beach,663-752-00,false,20,,,$42.72
5/18/2020,3:12 PM,Florida,Daytona Beach,,,18,Yes,0.48,$120.82
10/30/2019,7:15 PM,Florida,Punta Gorda,160-240-30,true,23,Yes,0.46,$157.76
6/19/2020,8:51 PM,Georgia,Savannah,,,19,,,$122.05
3/31/2020,1:27 PM,Florida,Jacksonville,,,9,,,$159.77
10/20/2020,11:46 AM,Florida,Fort Myers,,,32,Yes,0.48,$35.89
10/20/2019,2:33 PM,Florida,Fort Myers,948-238-96,false,23,,,$76.45
6/4/2020,5:40 PM,Florida,Brooksville,506-330-50,true,10,,,$44.10
10/3/2020,7:44 PM,Alabama,Montgomery,412-220-89,false,33,,,$40.23
7/12/2020,1:06 PM,Alabama,Birmingham,931-429-28,false,32,,,$137.64
4/5/2020,2:02 PM,South Carolina,Florence,205-096-03,true,10,,,$199.87
11/15/2019,12:39 PM,Florida,Fort Lauderdale,,,26,,,$166.03
1/29/2020,6:42 PM,Florida,Hialeah,689-922-06,true,26,,,$177.73
3/6/2020,2:05 PM,Florida,Pensacola,,,34,Yes,0.18,$121.28
9/15/2020,8:43 PM,South Carolina,Spartanburg,848-455-48,false,32,Yes,0.49,$68.58
9/5/2020,7:42 PM,Alabama,Birmingham,,,8,Yes,0.45,$209.21
9/20/2020,2:47 PM,Florida,Pinellas Park,554-554-24,true,19,Yes,0.41,$191.49
7/23/2020,8:41 PM,Florida,Cape Coral,611-263-50,false,9,Yes,0.38,$194.73
10/16/2020,7:54 PM,Florida,Miami,246-975-50,false,27,,,$166.33
10/23/2019,1:14 PM,Florida,Miami Beach,903-856-58,true,31,,,$207.91
9/18/2020,6:14 PM,Georgia,Macon,153-451-15,true,14,,,$140.55
5/5/2020,5:11 PM,Mississippi,Jackson,814-783-53,false,14,,,$68.87
11/10/2019,3:16 PM,Florida,Orlando,609-476-59,false,20,,,$170.51
5/6/2020,7:24 PM,South Carolina,Greenville,,,34,Yes,0.48,$90.00
7/12/2020,1:38 PM,Alabama,Montgomery,173-302-71,false,23,,,$142.26
9/12/2020,7:20 PM,Florida,West Palm Beach,751-140-29,false,33,,,$89.45
11/1/2019,2:38 PM,Georgia,Macon,371-596-99,true,18,,,$225.65
1/8/2020,11:12 AM,Georgia,Atlanta,377-560-07,true,21,,,$163.61
10/8/2019,11:41 AM,Florida,Fort Lauderdale,443-293-88,true,30,,,$66.23
11/20/2019,3:44 PM,Georgia,Athens,304-022-90,false,20,,,$41.19
2/27/2020,8:26 PM,Florida,Boca Raton,,,3,,,$56.67
10/8/2019,4:48 PM,Georgia,Atlanta,,,29,Yes,0.32,$227.87
2/11/2020,2:55 PM,Florida,Pensacola,,,24,Yes,0.19,$51.17
1/4/2020,6:19 PM,Florida,Jacksonville,797-719-33,false,25,,,$53.31
10/14/2019,3:19 PM,Alabama,Huntsville,860-899-78,true,13,,,$131.84
2/16/2020,2:20 PM,South Carolina,Columbia,,,9,,,$99.11
9/10/2020,12:34 PM,South Carolina,Greenville,848-736-39,false,8,Yes,0.26,$37.38
4/2/2020,8:16 PM,Florida,Pompano Beach,011-645-22,true,4,,,$210.34
12/22/2019,5:11 PM,Florida,Tallahassee,003-659-09,true,22,,,$37.67
11/2/2019,12:02 PM,Florida,Fort Myers,,,26,,,$27.57
1/17/2020,5:34 PM,Florida,Winter Haven,396-917-16,false,11,Yes,0.33,$144.31
7/3/2020,6:06 PM,Georgia,Atlanta,833-063-34,false,23,,,$50.79
9/21/2020,1:00 PM,Florida,Tallahassee,142-916-03,true,10,,,$188.44
6/3/2020,12:24 PM,Georgia,Atlanta,466-353-82,true,4,,,$138.85
2/19/2020,4:22 PM,Florida,Miami,115-279-16,true,34,,,$37.16
11/19/2019,12:40 PM,Florida,Tampa,,,33,Yes,0.21,$136.31
12/5/2019,2:56 PM,Georgia,Alpharetta,469-733-60,true,33,Yes,0.39,$56.29
11/26/2019,12:40 PM,Florida,Gainesville,323-130-34,true,13,,,$214.15
2/22/2020,12:43 PM,Alabama,Montgomery,,,7,,,$24.55
10/15/2020,2:13 PM,Georgia,Atlanta,,,24,,,$87.48
2/8/2020,11:54 AM,Georgia,Atlanta,683-159-27,true,12,,,$105.66
3/2/2020,12:30 PM,Alabama,Montgomery,,,34,Yes,0.13,$194.94
7/14/2020,4:38 PM,Florida,Miami,,,33,,,$115.81
6/9/2020,8:05 PM,Florida,Melbourne,,,34,Yes,0.26,$143.66
11/10/2019,11:37 AM,Florida,Tampa,,,15,,,$88.43
7/10/2020,11:39 AM,Alabama,Tuscaloosa,313-857-67,false,15,,,$41.60
7/19/2020,2:51 PM,Florida,Miami,,,25,,,$141.29
2/12/2020,2:06 PM,South Carolina,Columbia,288-311-19,false,18,,,$233.19
3/1/2020,7:43 PM,Georgia,Atlanta,514-014-45,false,10,,,$135.30
7/23/2020,5:05 PM,Georgia,Columbus,,,23,,,$225.88
4/6/2020,5:07 PM,Florida,Fort Lauderdale,,,7,,,$188.40
6/16/2020,8:49 PM,Florida,Boca Raton,322-102-02,true,29,,,$26.48
5/7/2020,1:01 PM,Florida,Orlando,555-360-65,false,12,,,$188.70
11/4/2019,7:42 PM,Alabama,Mobile,,,4,,,$179.86
6/14/2020,11:32 AM,South Carolina,Greenville,,,14,,,$63.85
11/2/2019,3:51 PM,Florida,Daytona Beach,818-025-29,false,22,,,$109.32
2/23/2020,1:00 PM,Georgia,Macon,,,12,,,$107.30
10/23/2020,8:14 PM,Alabama,Birmingham,,,13,,,$180.53
4/17/2020,1:17 PM,Florida,Naples,769-482-61,false,8,,,$216.81
7/15/2020,5:44 PM,Florida,Clearwater,928-847-24,false,10,,,$115.49
10/21/2020,11:24 AM,Florida,Saint Petersburg,,,13,,,$167.67
12/12/2019,1:24 PM,Florida,Naples,227-852-53,false,34,Yes,0.17,$52.70
11/11/2019,7:26 PM,Florida,Lake Worth,723-263-58,false,19,Yes,0.13,$233.51
10/30/2019,2:19 PM,Florida,Pompano Beach,,,22,Yes,0.41,$212.84
12/8/2019,11:50 AM,Florida,Miami,160-184-06,true,25,,,$179.71
3/27/2020,7:45 PM,Florida,Jacksonville,959-277-46,false,17,,,$165.07
7/19/2020,7:48 PM,Florida,Sarasota,,,29,,,$143.04
4/23/2020,11:04 AM,Florida,Tampa,,,24,,,$159.99
4/7/2020,11:43 AM,Florida,Melbourne,,,20,,,$228.75
7/31/2020,4:52 PM,Florida,Pensacola,146-556-75,true,30,,,$155.15
10/30/2020,8:42 PM,Florida,Boynton Beach,,,32,,,$138.26
1/2/2020,7:50 PM,Florida,Zephyrhills,905-139-60,true,4,,,$126.65
11/29/2019,12:56 PM,Georgia,Duluth,998-502-50,true,20,,,$141.16
