SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Light of DayAubrie Sellers,Aubrie Sellers,Light of Day,"['contemporary country', 'country pop']",1cjjuj1GwwzR3DhrIpNSyT,https://p.scdn.co/mp3-preview/0d7d66f6296f49da53d5efb8cde0764f923d07cb?cid=b8d3901151d34489a160e3cf0ab1fa94,250000,21,False,0.424,0.574,9,-8.494,1,0.0627,0.546,0.0277,0.107,0.0677,111.785,4
I KnowSammy Brue,Sammy Brue,I Know,"['deep new americana', 'folk-pop']",6L7aiftxZhpxxAny9Xcfir,https://p.scdn.co/mp3-preview/f4b4789959d8fedc54ca468ccd94757c106318a0?cid=b8d3901151d34489a160e3cf0ab1fa94,195106,56,False,0.644,0.523,4,-7.66,1,0.0378,0.395,0,0.093,0.445,95.966,4
Lady Madonna - Remastered 2009The Beatles,The Beatles,Lady Madonna - Remastered 2009,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",1fSHw7Gt4ha9kJew9a0a55,,138986,46,False,0.635,0.71,2,-8.963,1,0.0311,0.394,0.221,0.179,0.78,109.256,4
PushingYAYA,YAYA,Pushing,[],5eqHYG5hh5URRDca7Sz2mN,https://p.scdn.co/mp3-preview/6b2afe13a11baa85ad85a8f60c0860f4a80b4f9a?cid=b8d3901151d34489a160e3cf0ab1fa94,169835,14,False,0.645,0.611,10,-9.536,0,0.0468,0.108,0.263,0.235,0.892,82.014,4
SmokeloudMillennium Jazz Music,Millennium Jazz Music,Smokeloud,"['chillhop', 'jazz boom bap']",3Wb82PC0bODgzwqdyD4sLv,https://p.scdn.co/mp3-preview/e1e6cc44c771de6ce446e93419f76e26e9fa7a36?cid=b8d3901151d34489a160e3cf0ab1fa94,210126,49,False,0.714,0.314,6,-8.542,1,0.0409,0.181,0.877,0.11,0.571,81.993,4
LotionGreenskeepers,Greenskeepers,Lotion,['deep acoustic pop'],4ESUWYq4QIHmgTjKYVhSJw,https://p.scdn.co/mp3-preview/7d0ab5e8f4b288fc08bd636209a0d81aceafc099?cid=b8d3901151d34489a160e3cf0ab1fa94,225826,42,False,0.879,0.322,9,-9.013,1,0.0453,0.0999,0.00131,0.106,0.84,122.063,4
thank u nextAriana Grande,Ariana Grande,thank u next,"['dance pop', 'pop', 'post-teen pop']",3e9HZxeyfWwjeyPAMmWSSQ,,207320,88,True,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,4
EastsideHalsey Khalid benny blanco,Halsey Khalid benny blanco,Eastside,,,,,,,,,,,,,,,,,,
Put It In The BoogieZach Deputy,Zach Deputy,Put It In The Boogie,"['jam band', 'one-person band']",7H7Qq3PN0HDCJ4C8ZOq2Fn,https://p.scdn.co/mp3-preview/e9fc2a62b4c990fc6842448eff775e6928e4f6d8?cid=b8d3901151d34489a160e3cf0ab1fa94,223693,38,False,0.756,0.943,2,-4.242,1,0.11,0.0235,0.436,0.171,0.674,110.015,4
Passing By the GraveyardEddie Money,Eddie Money,Passing By the Graveyard,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",0WURWkm74oCb2orvSFSruK,https://p.scdn.co/mp3-preview/92e8efb938dafe24d05f2c42e142fd2c04f6ad01?cid=b8d3901151d34489a160e3cf0ab1fa94,187066,35,False,0.652,0.539,10,-11.039,1,0.0322,0.344,2.81e-05,0.162,0.777,118.182,4
Bad Bad LoveAlexander,Alexander,Bad Bad Love,"['indie r&b', 'indietronica']",0sqIgZnX69XlGTmSn23mct,,207013,7,False,0.368,0.558,4,-5.482,1,0.0347,0.0213,0.000378,0.117,0.285,99.387,3
He Calls Me MamaMaggie Koerner,Maggie Koerner,He Calls Me Mama,['new orleans indie'],5HQ2MITz7gbPTbitRrbgKo,https://p.scdn.co/mp3-preview/1695960557d8bd7528924fa58606e0e596d9ca82?cid=b8d3901151d34489a160e3cf0ab1fa94,199773,24,False,0.465,0.576,10,-7.687,1,0.0536,0.0693,0.00186,0.0815,0.446,126.086,3
Such A Simple Thing - Recorded at Sound Stage Studios NashvilleRay LaMontagne,Ray LaMontagne,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",1xYMyM7MxFi4OuzDA2op9Q,https://p.scdn.co/mp3-preview/180670155cb65efd84ca2ef81c71591b8de96fbe?cid=b8d3901151d34489a160e3cf0ab1fa94,307534,60,False,0.55,0.334,10,-10.73,1,0.0288,0.517,0.000169,0.101,0.143,72.235,4
Fade Into YouMazzy Star,Mazzy Star,Fade Into You,"['alternative rock', 'dream pop', 'melancholia', 'slow core']",1LzNfuep1bnAUR9skqdHCK,,295600,72,False,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3
Just Like Heaven - Soundtrack VersionThe Watson Twins,The Watson Twins,Just Like Heaven - Soundtrack Version,[],5gFYWekisDqW90FHeM2VlI,https://p.scdn.co/mp3-preview/49ac97294e255920c6c32ba180f2a1a8d8833303?cid=b8d3901151d34489a160e3cf0ab1fa94,255000,14,False,0.465,0.488,9,-9.536,1,0.0283,0.498,0.00156,0.161,0.172,115.371,4
Yellow Eyes - Single VersionRayland Baxter,Rayland Baxter,Yellow Eyes - Single Version,"['chamber pop', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']",5hzR0FcDiu2SZh3ZfenhyB,,221696,31,False,0.521,0.802,10,-4.853,1,0.0443,0.0274,3.02e-06,0.146,0.555,79.003,4
Confessions Part II - Confessions Special Edition VersionUsher,Usher,Confessions Part II - Confessions Special Edition Version,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",7wBThXx7BGZHJJ3aN3OPvv,https://p.scdn.co/mp3-preview/16b5e6467b3df41f26638e4ae42beb1bbbc64e57?cid=b8d3901151d34489a160e3cf0ab1fa94,211200,68,False,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.702,138.007,4
Bad Moon RisingCreedence Clearwater Revival,Creedence Clearwater Revival,Bad Moon Rising,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']",20OFwXhEXf12DzwXmaV7fj,,141600,77,False,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,4
Magic BulletMy Morning Jacket,My Morning Jacket,Magic Bullet,"['alternative rock', 'chamber pop', 'garage rock', 'indie folk', 'indie rock', 'jam band', 'melancholia', 'modern rock', 'new americana', 'roots rock', 'stomp and holler']",2zx8lk78S8mEo2UXai0TPO,,311693,30,False,0.428,0.404,6,-8.528,1,0.0763,0.0363,0.049,0.188,0.492,195.812,4
Finding FaithAmaranth Cove,Amaranth Cove,Finding Faith,"['background music', 'calming instrumental', 'focus']",7MgdkaFzvK3URH5kjDTGmc,https://p.scdn.co/mp3-preview/aab7355de689043814a5050b0ca87dcac247ac56?cid=b8d3901151d34489a160e3cf0ab1fa94,157102,51,False,0.582,0.249,9,-14.379,0,0.0334,0.892,0.837,0.0801,0.174,110.044,3
ShelterStick Figure,Stick Figure,Shelter,['reggae fusion'],0Ir1DoCPUcmuYCqbwjgbVa,https://p.scdn.co/mp3-preview/64e1454e8ed2eaa31146e3a41a1da9b1de6b0adb?cid=b8d3901151d34489a160e3cf0ab1fa94,278823,38,False,0.795,0.678,2,-6.367,1,0.0667,0.00203,0.67,0.362,0.91,81.011,4
Two Dollar ManMason Jennings,Mason Jennings,Two Dollar Man,"['indie folk', 'new americana', 'stomp and holler']",1pz8phWH5ONqxLcsxMMp12,https://p.scdn.co/mp3-preview/a774f40e2ab389d06e82e7890386ac54c5fc70cb?cid=b8d3901151d34489a160e3cf0ab1fa94,222454,28,False,0.369,0.934,10,-4.83,0,0.0939,0.0655,0.936,0.188,0.472,95.735,4
Neon KnightsBlack Sabbath,Black Sabbath,Neon Knights,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",5HliE2uVg7pt9hNnfi0pms,https://p.scdn.co/mp3-preview/b76111ee8784e9f27dca3865b707c114bfc83dc2?cid=b8d3901151d34489a160e3cf0ab1fa94,233640,45,False,0.212,0.948,1,-5.349,1,0.0469,0.000333,0.0075,0.333,0.602,191.277,4
Remember Me (Ernesto de la Cruz)Benjamin Bratt,Benjamin Bratt,Remember Me (Ernesto de la Cruz),[],4ljlAxfaEjO4Q4g9FMtVj4,,109280,63,False,0.446,0.587,2,-6.634,1,0.0413,0.565,0.000478,0.143,0.61,128.908,4
Lo-Fi Landline PhoneSingle Friend,Single Friend,Lo-Fi Landline Phone,[],,,,,,,,,,,,,,,,,
Five of Everything311,311,Five of Everything,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'reggae fusion', 'rock']",0sZZiB9CcmiSaPtcJsGokM,https://p.scdn.co/mp3-preview/0f2cc41b56b2c9a4039293ef31f1dd6cb3db2e36?cid=b8d3901151d34489a160e3cf0ab1fa94,231818,37,False,0.642,0.815,4,-8.314,1,0.0503,0.0293,1.53e-06,0.238,0.894,98.946,4
I Can't Thank You EnoughCarly Simon,Carly Simon,I Can't Thank You Enough,"['adult standards', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",2JaKgrGgphGDx7IPncoWAV,https://p.scdn.co/mp3-preview/ee913df46d9fdb7e353e4f74d5279e9e4769ac45?cid=b8d3901151d34489a160e3cf0ab1fa94,203826,18,False,0.481,0.335,4,-11.164,1,0.033,0.69,0,0.113,0.267,118.687,3
Who Am I (What's My Name)?Snoop Dogg,Snoop Dogg,Who Am I (What's My Name)?,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",5XhkV07Vou38wnrzwURUOC,https://p.scdn.co/mp3-preview/ef985f055616d30f4cb30e1617cea338d28e065c?cid=b8d3901151d34489a160e3cf0ab1fa94,246320,70,True,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,4
UndertonesSHVPES,SHVPES,Undertones,"['metalcore', 'nu-metalcore']",2RlYufxJxYOFW2xtSYlWjL,,241716,45,False,0.351,0.935,0,-4.884,1,0.0553,0.00207,3.29e-05,0.466,0.387,101.342,4
Citrus Skies (feat. Angela Hunte)Tunnel Vision,Tunnel Vision,Citrus Skies (feat. Angela Hunte),['modern ska punk'],2rP1CSnZLLY1tx1oPUqrlO,https://p.scdn.co/mp3-preview/dc97384ebbe1a718c6482ad5f781d8c1168279bf?cid=b8d3901151d34489a160e3cf0ab1fa94,202213,38,False,0.633,0.592,9,-6.428,1,0.0326,0.044,1.96e-06,0.138,0.582,167.927,4
Worth The WaitGoodbye Blue,Goodbye Blue,Worth The Wait,[],5M2Ymwoct14usNPakTZNnS,https://p.scdn.co/mp3-preview/fc5ebb8d51fcf346f25e32955befa8baeba19ddc?cid=b8d3901151d34489a160e3cf0ab1fa94,239906,16,False,0.362,0.777,9,-6.798,1,0.0441,0.176,0.000879,0.299,0.533,181.915,4
Only UsPeter Gabriel,Peter Gabriel,Only Us,"['album rock', 'art pop', 'art rock', 'dance rock', 'mellow gold', 'permanent wave', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",2bRmMGoJpElu5QzsOgnzs6,https://p.scdn.co/mp3-preview/f3b789a2a3b2d51615a2ebd81289209a6d744257?cid=b8d3901151d34489a160e3cf0ab1fa94,392346,21,False,0.327,0.499,2,-11.333,1,0.0482,0.0942,0.00895,0.123,0.5,144.987,0
Wild Horses - RemasteredThe Rolling Stones,The Rolling Stones,Wild Horses - Remastered,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",52dm9op3rbfAkc1LGXgipW,,341773,72,False,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,4
Big WeekendTom Petty,Tom Petty,Big Weekend,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",3Mtqb820UdJnRk0gn70oKO,https://p.scdn.co/mp3-preview/0af2ebe7ace61d8e3030f20390ec0c56ce0a1c85?cid=b8d3901151d34489a160e3cf0ab1fa94,195426,35,False,0.581,0.912,2,-3.576,1,0.0324,0.0242,0.00014,0.2,0.84,97.171,4
World So ColdMudvayne,Mudvayne,World So Cold,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",0iZbC7hLkOdBhewWb4nqff,https://p.scdn.co/mp3-preview/febcee36b45fcbbdaf56c4afe3b0ec6bf8cb5d02?cid=b8d3901151d34489a160e3cf0ab1fa94,336706,50,True,0.36,0.843,7,-5.796,0,0.105,0.00126,0.00183,0.0989,0.394,140.569,4
The Great UnknownStick Figure,Stick Figure,The Great Unknown,['reggae fusion'],5Ytw4aPIYYVjIBdKv25oL0,https://p.scdn.co/mp3-preview/190b0e5c76aab745419849851986e195dd217550?cid=b8d3901151d34489a160e3cf0ab1fa94,224203,47,False,0.728,0.642,10,-5.839,0,0.031,0.0319,0.000138,0.0893,0.614,97.005,4
Doses and MimosasVariable D,Variable D,Doses and Mimosas,[],,,,,,,,,,,,,,,,,
She Came In Through The Bathroom Window - remasteredThe Beatles,The Beatles,She Came In Through The Bathroom Window - remastered,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",2jtUGFsqanQ82zqDlhiKIp,,118626,58,False,0.53,0.72,2,-8.793,1,0.0338,0.00376,3.38e-05,0.314,0.69,80.652,4
Show BusinessA Tribe Called Quest,A Tribe Called Quest,Show Business,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",2wS1PObRyCywHdmog5eOWW,https://p.scdn.co/mp3-preview/63b09ceb91b701b94e0c7639e9af42236ad2f776?cid=b8d3901151d34489a160e3cf0ab1fa94,233440,46,False,0.886,0.591,10,-12.323,0,0.254,0.255,0,0.213,0.828,101.623,4
Losing My SensesMegadeth,Megadeth,Losing My Senses,"['album rock', 'alternative metal', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",4kXEmtEJD90IfgAy8RbXd8,https://p.scdn.co/mp3-preview/33b44579bcb595dd2c852fc925dd18aaac6a7651?cid=b8d3901151d34489a160e3cf0ab1fa94,280933,26,False,0.322,0.873,9,-4.474,1,0.0539,8.44e-05,0.779,0.241,0.306,153.351,4
FAst HandCody Jinks,Cody Jinks,FAst Hand,"['modern southern rock', 'outlaw country', 'texas country']",38DNcm40OxQiMmNTFSwWeV,https://p.scdn.co/mp3-preview/ae58eaac9d1025e2f8d30b587fe035ae30829661?cid=b8d3901151d34489a160e3cf0ab1fa94,230826,56,False,0.637,0.475,9,-7.868,1,0.0337,0.0327,9.27e-05,0.109,0.294,141.866,4
No No NoYeah Yeah Yeahs,Yeah Yeah Yeahs,No No No,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']",50SlUsduTdMTgpitQtv26O,,314493,35,False,0.352,0.894,9,-6.463,1,0.302,0.0142,0.681,0.1,0.161,148.33,4
Hungry for MoreJapondaloop,Japondaloop,Hungry for More,,,,,,,,,,,,,,,,,,
U Can't Touch ThisMC Hammer,MC Hammer,U Can't Touch This,"['hip hop', 'hip house', 'mexican electronic', 'new jack swing', 'rap']",1B75hgRqe7A4fwee3g3Wmu,,257360,72,False,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4
Get Up AgainFlaw,Flaw,Get Up Again,"['alternative metal', 'groove metal', 'industrial metal', 'louisville indie', 'nu metal', 'post-grunge', 'rap rock']",7jClgHzR5JG69gar7rVMoX,,176600,50,False,0.439,0.894,6,-6.396,0,0.0517,3.3e-06,0.0211,0.0905,0.591,96.106,4
Merry Christmas BabyChuck Berry,Chuck Berry,Merry Christmas Baby,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",3mBqSjoj9R22gct558sIgG,,193106,48,False,0.669,0.262,7,-12.995,1,0.0341,0.893,0.0373,0.132,0.433,96.809,3
Coming for YouThe Offspring,The Offspring,Coming for You,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",1SZoPX6yKcuejHQ49DtDxr,https://p.scdn.co/mp3-preview/6f400fd8247561348ebdb5b2f76d39b6a0543813?cid=b8d3901151d34489a160e3cf0ab1fa94,229444,57,False,0.513,0.92,0,-3.463,1,0.0829,0.000225,0,0.0588,0.557,139.474,4
Eggs And Sausage [In A Cadillac with Susan Michelson] [Live Album Version]Tom Waits,Tom Waits,Eggs And Sausage [In A Cadillac with Susan Michelson] [Live Album Version],"['folk', 'folk rock', 'roots rock', 'singer-songwriter']",,,,,,,,,,,,,,,,,
Get UpCaitlin Canty,Caitlin Canty,Get Up,"['indie folk', 'indie singer-songwriter', 'nashville singer-songwriter', 'new americana']",61YuCtYvNxDecX2qlR62z3,https://p.scdn.co/mp3-preview/fd0ce7d9c6e73b1db6ca0ac85dd7fd3590047957?cid=b8d3901151d34489a160e3cf0ab1fa94,224713,30,False,0.574,0.426,9,-12.136,1,0.0524,0.815,0.0354,0.104,0.375,119.133,4
eucalyptusSMUV,SMUV,eucalyptus,"['chillhop', 'lo-fi beats']",78QND38pGuTWcwqJkKrrc3,https://p.scdn.co/mp3-preview/7901028dd58d3de02d4ae5844847603c0897bd11?cid=b8d3901151d34489a160e3cf0ab1fa94,94747,52,False,0.531,0.108,6,-16.624,1,0.131,0.591,0.894,0.109,0.719,176.817,4
Welcome to the FireSlander,Slander,Welcome to the Fire,"['brostep', 'edm', 'electro house', 'electronic trap', 'pop edm']",4Csunoy4CzQpywkB85V0Em,https://p.scdn.co/mp3-preview/a84dd39d672b3f507f55bc0060106229f452805a?cid=b8d3901151d34489a160e3cf0ab1fa94,145632,43,False,0.566,0.947,1,-4.611,1,0.206,5.46e-05,0.314,0.215,0.173,149.857,4
Waiting On Your LoveEric Krasno,Eric Krasno,Waiting On Your Love,['modern funk'],37sNsnvd5zgpqFih45GxvT,https://p.scdn.co/mp3-preview/de35a1b4ecc98f75482ff613e4be7c032e5c057a?cid=b8d3901151d34489a160e3cf0ab1fa94,208959,29,False,0.302,0.897,7,-7.301,0,0.115,0.0394,0.2,0.165,0.725,169.916,4
The PotTool,Tool,The Pot,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'post-grunge', 'post-metal', 'progressive metal', 'progressive rock', 'rock']",1lATXTBJDHwawvT1UfxWu3,https://p.scdn.co/mp3-preview/4644640df09377db333ab65d6cf2da93aa5db48c?cid=b8d3901151d34489a160e3cf0ab1fa94,381946,68,True,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4
Down to the RiverThe War and Treaty,The War and Treaty,Down to the River,['funk'],0tVw6rUAUI0w01PN9FQeyD,https://p.scdn.co/mp3-preview/c7c4c1f16236a8dfe386e0ca1f470f6ed18b5a0c?cid=b8d3901151d34489a160e3cf0ab1fa94,231253,46,False,0.461,0.695,6,-6.918,1,0.0601,0.162,4.3e-05,0.121,0.771,152.249,4
Fight Fire With Fire (Remastered)Metallica,Metallica,Fight Fire With Fire (Remastered),"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",0WSRrGVg1gO33MKIBPgBV2,https://p.scdn.co/mp3-preview/c5a5df8369911e1cfaeb544a3bc5d932a11fac8d?cid=b8d3901151d34489a160e3cf0ab1fa94,284506,53,False,0.28,0.986,0,-7.012,1,0.115,3.73e-05,0.688,0.071,0.16,91.025,4
Macadamiasnaer.,snaer.,Macadamia,"['chillhop', 'jazz boom bap', 'lo-fi beats']",1wpuc8CDItpTjzYTdGygZJ,https://p.scdn.co/mp3-preview/f39f682e3352f3e1424eecee3bbb112bc0f22a91?cid=b8d3901151d34489a160e3cf0ab1fa94,92093,46,False,0.789,0.34,0,-8.37,1,0.221,0.64,0.959,0.109,0.315,86.038,4
Something's Happening To MeArum Rae,Arum Rae,Something's Happening To Me,['nyc pop'],0NefQ8Xr3yIFf6UYMifQAT,https://p.scdn.co/mp3-preview/7b767f0b9f3f9622e58d85b2406d6fbf2a958ab2?cid=b8d3901151d34489a160e3cf0ab1fa94,148121,29,False,0.675,0.88,0,-3.186,0,0.0793,0.286,0.0449,0.0567,0.744,180.055,4
CrossfireStephen,Stephen,Crossfire,"['choral', 'classical organ', 'orchestral performance']",5HjBpej4uHPAX8sMeUFJms,https://p.scdn.co/mp3-preview/1b67bbb405c5e8d0e42aabdd1a9ebe2867c702bd?cid=b8d3901151d34489a160e3cf0ab1fa94,270510,65,False,0.323,0.558,5,-5.292,0,0.337,0.459,2.81e-06,0.676,0.199,73.552,4
No Church in the WildSolomon Childs,Solomon Childs,No Church in the Wild,"['hardcore hip hop', 'wu fam']",5Sne4V5etkqbRYvCV0Fqpp,https://p.scdn.co/mp3-preview/85267f6c933e8907c411231da5ff17d8a80a37b4?cid=b8d3901151d34489a160e3cf0ab1fa94,104396,44,True,0.651,0.804,1,-9.081,1,0.229,0.312,6.13e-06,0.231,0.616,92.76,4
Tie A Yellow Ribbon Round The Ole Oak Tree - Digitally Remastered 1998Dawn,Dawn,Tie A Yellow Ribbon Round The Ole Oak Tree - Digitally Remastered 1998,[],12UzVR0M7asW2MHAZRJk0I,https://p.scdn.co/mp3-preview/a2fb18532d1584f3f9a27a34c04a9af1c1cece4f?cid=b8d3901151d34489a160e3cf0ab1fa94,206253,52,False,0.559,0.615,5,-12.27,1,0.0473,0.283,0,0.0957,0.68,87.601,4
No Strings AttachedSwingrowers,Swingrowers,No Strings Attached,"['electro swing', 'nu jazz']",5Ps6yt0FmXilnOeq1Djg9O,https://p.scdn.co/mp3-preview/5c0ab8b4fb19e21aa27e557471c69035fb895da2?cid=b8d3901151d34489a160e3cf0ab1fa94,246973,47,False,0.825,0.74,10,-7.354,1,0.0327,0.298,5.21e-06,0.309,0.935,128.018,4
She WantsSunset Sons,Sunset Sons,She Wants,"['english indie rock', 'indie anthem-folk', 'modern rock']",5WW122rIxfwIOfUnhNi7PM,https://p.scdn.co/mp3-preview/bd60a472f5b92632a1eed04966eb76344d3beb83?cid=b8d3901151d34489a160e3cf0ab1fa94,212760,38,False,0.498,0.655,11,-5.753,1,0.0424,0.0405,0,0.107,0.708,186.991,4
PopstarRyahn,Ryahn,Popstar,['alternative r&b'],5n1w9IvcGWGp7kHUhVujvi,https://p.scdn.co/mp3-preview/0f14560d7ae032033fe0574861b4de83f4d1821d?cid=b8d3901151d34489a160e3cf0ab1fa94,216000,37,True,0.604,0.756,1,-6.442,0,0.153,0.78,0,0.0825,0.56,130.113,4
Boughs of HollyTrans-Siberian Orchestra,Trans-Siberian Orchestra,Boughs of Holly,,,,,,,,,,,,,,,,,,
When the Night Is OverLord Huron,Lord Huron,When the Night Is Over,"['indie folk', 'indie pop', 'new americana', 'stomp and holler']",4FE9SgxcOoCNuGnaaU8TXz,,311226,63,False,0.681,0.419,6,-6.156,0,0.0258,0.0994,0.15,0.123,0.59,95.981,3
Still Miss YouSinead Harnett,Sinead Harnett,Still Miss You,"['alternative r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",3EP7Za6FlJyBvSpPRPR2XU,https://p.scdn.co/mp3-preview/f2ac6f39cc78b316a1fd96e38d44e21b6bbfc073?cid=b8d3901151d34489a160e3cf0ab1fa94,269236,40,False,0.558,0.392,9,-9.135,0,0.0576,0.552,0.000288,0.125,0.395,159.845,4
CentipedeKnife Party,Knife Party,Centipede,"['australian dance', 'big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton']",0u2AIKDVafHwCFQ9LDnqxH,https://p.scdn.co/mp3-preview/2464277d53ac1473c3f2d6acf79c75b840dca48f?cid=b8d3901151d34489a160e3cf0ab1fa94,246770,54,False,0.507,0.951,1,-3.71,1,0.0654,0.000203,0.478,0.417,0.0628,140.077,4
AroseEminem,Eminem,Arose,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",3fYptFSlH8Xs7Uoybytyrm,,274626,61,True,0.532,0.906,4,-6.118,0,0.446,0.168,0,0.14,0.547,140.684,1
NightcallKavinsky,Kavinsky,Nightcall,"['disco house', 'filter house', 'new rave']",0U0ldCRmgCqhVvD6ksG63j,,258413,71,False,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4
Closer12dust,12dust,Closer,[],3kkH1XIAqtsWrb3vXdAnym,https://p.scdn.co/mp3-preview/18f5d94ae64838df1101cec8b4dda536ddca0e69?cid=b8d3901151d34489a160e3cf0ab1fa94,149250,56,False,0.353,0.0911,4,-16.381,0,0.0471,0.993,0.903,0.0685,0.0689,119.589,4
Your WayStick Figure,Stick Figure,Your Way,['reggae fusion'],0VLysbdo9NVVFzEEGiWLtJ,https://p.scdn.co/mp3-preview/92c67e437bad1097362ce7721a9ac5b45d256bc7?cid=b8d3901151d34489a160e3cf0ab1fa94,176466,32,False,0.802,0.859,1,-6.345,1,0.0453,0.186,0.0758,0.106,0.863,102.037,4
I Get It NowTech N9ne,Tech N9ne,I Get It Now,"['hip hop', 'pop rap', 'rap', 'southern hip hop']",3N6x72douyc6VlCYmVZJpW,https://p.scdn.co/mp3-preview/6160ee97480aecf3adc9384f1e45dc7fc3e42703?cid=b8d3901151d34489a160e3cf0ab1fa94,229706,35,True,0.709,0.696,3,-6.471,1,0.148,0.231,0,0.311,0.513,140.062,4
In the Air TonightPhil Collins,Phil Collins,In the Air Tonight,"['mellow gold', 'soft rock']",18AXbzPzBS8Y3AkgSxzJPb,https://p.scdn.co/mp3-preview/36ca54a4ddb42fac1cecd19684c351f160ed55fa?cid=b8d3901151d34489a160e3cf0ab1fa94,336453,77,False,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,4
Yell Fire!Michael Franti & Spearhead,Michael Franti & Spearhead,Yell Fire!,['reggae fusion'],,,,,,,,,,,,,,,,,
Turn Your LoveHalf Moon Run,Half Moon Run,Turn Your Love,"['canadian indie', 'indie quebecois', 'quebec indie']",2OE1yF5x0xDjjsC5CYArz2,https://p.scdn.co/mp3-preview/10927fde45342e5342f99f8b139e9ad47d49429b?cid=b8d3901151d34489a160e3cf0ab1fa94,241866,46,False,0.649,0.708,5,-8.221,0,0.0583,0.214,0.121,0.0882,0.604,172.014,4
CheersLindsay Perry,Lindsay Perry,Cheers,[],7mgQVTFTmjGyCPvYFP4Y4u,https://p.scdn.co/mp3-preview/aad854ab8ea8b3da945a929535d72e8f62471477?cid=b8d3901151d34489a160e3cf0ab1fa94,189525,11,False,0.582,0.696,2,-8.146,1,0.0346,0.0814,0.000126,0.122,0.831,180.072,4
Second Home by the SeaGenesis,Genesis,Second Home by the Sea,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1G9jeUXQNewsKfYPAMdLPj,https://p.scdn.co/mp3-preview/729e5ad2e9cbdc9353bdb6ec98d17066365b578a?cid=b8d3901151d34489a160e3cf0ab1fa94,367400,35,False,0.473,0.777,4,-8.176,0,0.0288,0.000121,0.579,0.39,0.456,102.037,4
