Entity,Fuel,Year,TWh
Iraq,Gas,2003,14.819999
Iraq,Gas,2004,9.5
Iraq,Gas,2005,13.775
Iraq,Gas,2006,13.775
Iraq,Gas,2007,45.42957
Iraq,Gas,2008,64.57625
Iraq,Gas,2009,68.5273
Iraq,Gas,2010,71.35259
Iraq,Gas,2011,63.0192
Iraq,Gas,2012,63.413452
Iraq,Gas,2013,70.72655
Iraq,Gas,2014,75.30834
Iraq,Gas,2015,73.01097
Iraq,Gas,2016,98.95578
Iraq,Gas,2017,114.268555
Iraq,Gas,2018,146.00446
Iraq,Gas,2019,194.92345
Iraq,Gas,2020,184.86945
Iraq,Gas,2021,168.46552
Iraq,Gas,2022,188.67082
Ireland,Gas,2000,40.042088
Ireland,Gas,2001,41.76333
Ireland,Gas,2002,42.86818
Ireland,Gas,2003,42.55417
Ireland,Gas,2004,42.48439
Ireland,Gas,2005,40.437508
Ireland,Gas,2006,45.90361
Ireland,Gas,2007,49.83455
Ireland,Gas,2008,52.20707
Ireland,Gas,2009,49.555428
Ireland,Gas,2010,54.672626
Ireland,Gas,2011,48.09005
Ireland,Gas,2012,46.903374
Ireland,Gas,2013,44.67215
Ireland,Gas,2014,43.282696
Ireland,Gas,2015,43.763687
Ireland,Gas,2016,49.20653
Ireland,Gas,2017,50.18881
Ireland,Gas,2018,52.10539
Ireland,Gas,2019,53.158844
Ireland,Gas,2020,53.08083
Ireland,Gas,2021,50.963886
Ireland,Gas,2022,51.999706
Israel,Gas,2000,0.091643326
Israel,Gas,2001,0.09598138
Israel,Gas,2002,0.08567833
Israel,Gas,2003,0.07781527
Israel,Gas,2004,11.39425
Israel,Gas,2005,15.702999
Israel,Gas,2006,21.92675
Israel,Gas,2007,26.235498
Israel,Gas,2008,36.097748
Israel,Gas,2009,40.0235
Israel,Gas,2010,51.130497
Israel,Gas,2011,47.492
Israel,Gas,2012,24.41625
Israel,Gas,2013,66.35475
Israel,Gas,2014,72.48275
Israel,Gas,2015,80.52575
Israel,Gas,2016,92.49449
Israel,Gas,2017,98.93848
Israel,Gas,2018,105.22925
Israel,Gas,2019,107.71874
Israel,Gas,2020,112.985
Israel,Gas,2021,116.59476
Israel,Gas,2022,112.869095
Italy,Gas,2000,678.785
Italy,Gas,2001,680.64575
Italy,Gas,2002,676.0286
Italy,Gas,2003,745.3318
Italy,Gas,2004,773.4183
Italy,Gas,2005,827.69543
Italy,Gas,2006,810.5877
Italy,Gas,2007,814.5612
Italy,Gas,2008,808.51514
Italy,Gas,2009,743.1756
Italy,Gas,2010,791.499
Italy,Gas,2011,742.16064
Italy,Gas,2012,713.5658
Italy,Gas,2013,667.40424
Italy,Gas,2014,589.7159
Italy,Gas,2015,643.1542
Italy,Gas,2016,675.4584
Italy,Gas,2017,715.7879
Italy,Gas,2018,692.14087
Italy,Gas,2019,707.9061
Italy,Gas,2020,676.2516
Italy,Gas,2021,723.73676
Italy,Gas,2022,652.6924
Japan,Gas,2000,756.65015
Japan,Gas,2001,777.2839
Japan,Gas,2002,760.4603
Japan,Gas,2003,834.98224
Japan,Gas,2004,806.0405
Japan,Gas,2005,827.27966
Japan,Gas,2006,885.50336
Japan,Gas,2007,953.9006
Japan,Gas,2008,990.99493
Japan,Gas,2009,924.7802
Japan,Gas,2010,999.3671
Japan,Gas,2011,1120.2524
Japan,Gas,2012,1232.1508
Japan,Gas,2013,1235.3688
Japan,Gas,2014,1247.5212
Japan,Gas,2015,1187.1764
Japan,Gas,2016,1164.1744
Japan,Gas,2017,1169.8649
Japan,Gas,2018,1157.0815
Japan,Gas,2019,1081.2328
Japan,Gas,2020,1041.275
Japan,Gas,2021,1036.1228
Japan,Gas,2022,1004.9831
Kazakhstan,Gas,2000,47.7995
Kazakhstan,Gas,2001,40.931976
Kazakhstan,Gas,2002,41.078304
Kazakhstan,Gas,2003,46.83375
Kazakhstan,Gas,2004,52.35442
Kazakhstan,Gas,2005,60.58933
Kazakhstan,Gas,2006,66.522194
Kazakhstan,Gas,2007,81.16604
Kazakhstan,Gas,2008,85.557655
Kazakhstan,Gas,2009,80.93388
Kazakhstan,Gas,2010,87.56788
Kazakhstan,Gas,2011,98.736694
Kazakhstan,Gas,2012,107.33574
Kazakhstan,Gas,2013,111.82619
Kazakhstan,Gas,2014,148.29568
Kazakhstan,Gas,2015,138.02618
Kazakhstan,Gas,2016,150.1451
Kazakhstan,Gas,2017,167.25644
Kazakhstan,Gas,2018,166.70808
Kazakhstan,Gas,2019,197.04109
Kazakhstan,Gas,2020,176.56163
Kazakhstan,Gas,2021,216.16681
Kazakhstan,Gas,2022,217.13852
Kuwait,Gas,2000,91.2
Kuwait,Gas,2001,90.25
Kuwait,Gas,2002,82.744995
Kuwait,Gas,2003,95
Kuwait,Gas,2004,103.549995
Kuwait,Gas,2005,116.84999
Kuwait,Gas,2006,117.895
Kuwait,Gas,2007,106.96999
Kuwait,Gas,2008,120.649994
Kuwait,Gas,2009,118.46112
Kuwait,Gas,2010,139.75537
Kuwait,Gas,2011,158.57924
Kuwait,Gas,2012,175.31842
Kuwait,Gas,2013,177.70389
Kuwait,Gas,2014,178.71143
Kuwait,Gas,2015,203.22707
Kuwait,Gas,2016,211.49913
Kuwait,Gas,2017,210.27515
Kuwait,Gas,2018,211.52235
Kuwait,Gas,2019,183.73247
Kuwait,Gas,2020,179.13583
Kuwait,Gas,2021,197.58406
Kuwait,Gas,2022,217.85663
Latvia,Gas,2000,12.73396
Latvia,Gas,2001,13.24029
Latvia,Gas,2002,15.085792
Latvia,Gas,2003,15.005345
Latvia,Gas,2004,16.562193
Latvia,Gas,2005,16.088987
Latvia,Gas,2006,16.62844
Latvia,Gas,2007,16.088987
Latvia,Gas,2008,15.757743
Latvia,Gas,2009,14.451695
Latvia,Gas,2010,17.234144
Latvia,Gas,2011,15.180432
Latvia,Gas,2012,14.271877
Latvia,Gas,2013,14.062125
Latvia,Gas,2014,12.637625
Latvia,Gas,2015,12.7435
Latvia,Gas,2016,13.195875
Latvia,Gas,2017,11.963875
Latvia,Gas,2018,13.715625
Latvia,Gas,2019,13.118875
Latvia,Gas,2020,10.731875
Latvia,Gas,2021,11.588499
Latvia,Gas,2022,8.10425
Lithuania,Gas,2000,24.007809
Lithuania,Gas,2001,24.966122
Lithuania,Gas,2002,25.24175
Lithuania,Gas,2003,27.380508
Lithuania,Gas,2004,27.311892
Lithuania,Gas,2005,28.806347
Lithuania,Gas,2006,28.545835
Lithuania,Gas,2007,33.63512
Lithuania,Gas,2008,30.19148
Lithuania,Gas,2009,25.372007
Lithuania,Gas,2010,28.981958
Lithuania,Gas,2011,31.619642
Lithuania,Gas,2012,30.87416
Lithuania,Gas,2013,25.171972
Lithuania,Gas,2014,24.01711
Lithuania,Gas,2015,24.037651
Lithuania,Gas,2016,21.41865
Lithuania,Gas,2017,22.28886
Lithuania,Gas,2018,22.38687
Lithuania,Gas,2019,21.57156
Lithuania,Gas,2020,23.60484
Lithuania,Gas,2021,22.28184
Lithuania,Gas,2022,16.07382
Luxembourg,Gas,2000,7.807751
Luxembourg,Gas,2001,8.6795
Luxembourg,Gas,2002,12.407249
Luxembourg,Gas,2003,12.5595
Luxembourg,Gas,2004,13.907999
Luxembourg,Gas,2005,13.680046
Luxembourg,Gas,2006,14.30931
Luxembourg,Gas,2007,13.356533
Luxembourg,Gas,2008,12.714174
Luxembourg,Gas,2009,12.937938
Luxembourg,Gas,2010,13.916304
Luxembourg,Gas,2011,12.005276
Luxembourg,Gas,2012,12.2237215
Luxembourg,Gas,2013,10.34957
Luxembourg,Gas,2014,9.805904
Luxembourg,Gas,2015,8.9427395
Luxembourg,Gas,2016,8.247018
Luxembourg,Gas,2017,8.061143
Luxembourg,Gas,2018,7.950632
Luxembourg,Gas,2019,7.955588
Luxembourg,Gas,2020,7.2253613
Luxembourg,Gas,2021,7.7898073
Luxembourg,Gas,2022,6.122363
Malaysia,Gas,2000,287.54013
Malaysia,Gas,2001,277.09637
Malaysia,Gas,2002,280.88776
Malaysia,Gas,2003,302.6591
Malaysia,Gas,2004,326.94257
Malaysia,Gas,2005,373.73004
Malaysia,Gas,2006,388.63968
Malaysia,Gas,2007,404.01456
Malaysia,Gas,2008,435.49695
Malaysia,Gas,2009,400.2232
Malaysia,Gas,2010,380.2312
Malaysia,Gas,2011,383.1736
Malaysia,Gas,2012,420.157
Malaysia,Gas,2013,445.67322
Malaysia,Gas,2014,447.09207
Malaysia,Gas,2015,468.39825
Malaysia,Gas,2016,449.92978
Malaysia,Gas,2017,450.44153
Malaysia,Gas,2018,446.77808
Malaysia,Gas,2019,452.15112
Malaysia,Gas,2020,436.13663
Malaysia,Gas,2021,494.4841
Malaysia,Gas,2022,493.81924
Mexico,Gas,2000,359.13306
Mexico,Gas,2001,361.9052
Mexico,Gas,2002,410.68823
Mexico,Gas,2003,445.09402
Mexico,Gas,2004,480.21918
Mexico,Gas,2005,527.12335
Mexico,Gas,2006,582.8828
Mexico,Gas,2007,570.41376
Mexico,Gas,2008,599.96576
Mexico,Gas,2009,651.688
Mexico,Gas,2010,660.44543
Mexico,Gas,2011,708.0849
Mexico,Gas,2012,736.5377
Mexico,Gas,2013,777.9507
Mexico,Gas,2014,788.48444
Mexico,Gas,2015,807.82916
Mexico,Gas,2016,830.30035
Mexico,Gas,2017,860.33527
Mexico,Gas,2018,902.7362
Mexico,Gas,2019,933.8935
Mexico,Gas,2020,945.19037
Mexico,Gas,2021,973.32666
Mexico,Gas,2022,965.85693
Morocco,Gas,2000,0.44187024
Morocco,Gas,2001,0.43712527
Morocco,Gas,2002,0.55943996
Morocco,Gas,2003,0.53613
Morocco,Gas,2004,0.68764496
Morocco,Gas,2005,4.49883
Morocco,Gas,2006,5.5827446
Morocco,Gas,2007,6.2976627
Morocco,Gas,2008,6.219108
Morocco,Gas,2009,6.831928
Morocco,Gas,2010,7.379246
Morocco,Gas,2011,9.3402
Morocco,Gas,2012,12.491665
Morocco,Gas,2013,12.112491
Morocco,Gas,2014,11.739
Morocco,Gas,2015,11.770798
Morocco,Gas,2016,11.975875
Morocco,Gas,2017,11.880709
Morocco,Gas,2018,10.715159
Morocco,Gas,2019,10.126819
Morocco,Gas,2020,7.866613
Morocco,Gas,2021,7.899017
Morocco,Gas,2022,2.2269576
Netherlands,Gas,2000,409.91666
Netherlands,Gas,2001,418.19443
Netherlands,Gas,2002,413.97223
Netherlands,Gas,2003,416.8333
Netherlands,Gas,2004,426.77777
Netherlands,Gas,2005,414.55557
Netherlands,Gas,2006,398.0833
Netherlands,Gas,2007,388.05554
Netherlands,Gas,2008,403.8889
Netherlands,Gas,2009,413.5833
Netherlands,Gas,2010,467.5833
Netherlands,Gas,2011,409.27777
Netherlands,Gas,2012,392.8333
Netherlands,Gas,2013,391.1389
Netherlands,Gas,2014,343.27777
Netherlands,Gas,2015,337.72223
Netherlands,Gas,2016,351.47223
Netherlands,Gas,2017,362.77777
Netherlands,Gas,2018,355.5833
Netherlands,Gas,2019,371.44446
Netherlands,Gas,2020,360.49997
Netherlands,Gas,2021,348.9167
Netherlands,Gas,2022,271.4722
New Zealand,Gas,2000,58.75267
New Zealand,Gas,2001,61.993137
New Zealand,Gas,2002,59.181942
New Zealand,Gas,2003,44.62404
New Zealand,Gas,2004,40.718163
New Zealand,Gas,2005,37.576244
New Zealand,Gas,2006,38.154423
New Zealand,Gas,2007,42.152313
New Zealand,Gas,2008,39.045193
New Zealand,Gas,2009,40.138943
New Zealand,Gas,2010,43.759987
New Zealand,Gas,2011,40.2155
New Zealand,Gas,2012,44.646664
New Zealand,Gas,2013,47.0649
New Zealand,Gas,2014,52.28978
New Zealand,Gas,2015,48.018906
New Zealand,Gas,2016,47.97363
New Zealand,Gas,2017,49.92102
New Zealand,Gas,2018,45.022667
New Zealand,Gas,2019,48.04402
New Zealand,Gas,2020,45.72634
New Zealand,Gas,2021,38.74297
New Zealand,Gas,2022,36.21647
North Macedonia,Gas,2000,0.57449996
North Macedonia,Gas,2001,0.766
North Macedonia,Gas,2002,0.78515
North Macedonia,Gas,2003,0.69897497
North Macedonia,Gas,2004,0.68
North Macedonia,Gas,2005,0.7270144
North Macedonia,Gas,2006,0.7785819
North Macedonia,Gas,2007,0.9934347
North Macedonia,Gas,2008,1.1295522
North Macedonia,Gas,2009,0.7484022
North Macedonia,Gas,2010,1.1085367
North Macedonia,Gas,2011,1.2825214
North Macedonia,Gas,2012,1.3308442
North Macedonia,Gas,2013,1.5065966
North Macedonia,Gas,2014,1.2924999
North Macedonia,Gas,2015,1.3019553
North Macedonia,Gas,2016,2.0473385
North Macedonia,Gas,2017,2.6327944
North Macedonia,Gas,2018,2.4284995
North Macedonia,Gas,2019,2.8388057
North Macedonia,Gas,2020,3.249465
North Macedonia,Gas,2021,4.1141524
North Macedonia,Gas,2022,2.6549218
Norway,Gas,2000,42.36809
Norway,Gas,2001,39.26288
Norway,Gas,2002,41.90289
Norway,Gas,2003,45.147655
Norway,Gas,2004,47.74115
Norway,Gas,2005,43.69921
Norway,Gas,2006,43.316414
Norway,Gas,2007,41.761112
Norway,Gas,2008,42.99499
Norway,Gas,2009,41.293125
Norway,Gas,2010,40.972103
Norway,Gas,2011,40.32401
Norway,Gas,2012,40.152008
Norway,Gas,2013,39.828846
Norway,Gas,2014,42.673874
Norway,Gas,2015,45.35952
Norway,Gas,2016,43.782986
Norway,Gas,2017,45.947956
Norway,Gas,2018,44.357285
Norway,Gas,2019,45.74684
Norway,Gas,2020,44.114475
Norway,Gas,2021,42.16283
Norway,Gas,2022,39.87285
Oman,Gas,2000,76.75152
Oman,Gas,2001,84.27616
Oman,Gas,2002,88.281784
Oman,Gas,2003,95.24595
Oman,Gas,2004,86.43484
Oman,Gas,2005,107.78306
Oman,Gas,2006,120.35769
Oman,Gas,2007,121.62479
Oman,Gas,2008,133.8041
Oman,Gas,2009,135.47403
Oman,Gas,2010,163.80843
Oman,Gas,2011,180.82379
Oman,Gas,2012,197.15591
Oman,Gas,2013,217.27544
Oman,Gas,2014,213.1425
Oman,Gas,2015,230.46227
Oman,Gas,2016,228.57845
Oman,Gas,2017,233.50879
Oman,Gas,2018,249.96494
Oman,Gas,2019,249.96547
Oman,Gas,2020,259.1574
Oman,Gas,2021,279.6692
Oman,Gas,2022,285.14288
Pakistan,Gas,2000,179.525
Pakistan,Gas,2001,189.545
Pakistan,Gas,2002,205.4935
Pakistan,Gas,2003,255.5038
Pakistan,Gas,2004,306.76593
Pakistan,Gas,2005,326.10187
Pakistan,Gas,2006,333.1948
Pakistan,Gas,2007,338.00253
Pakistan,Gas,2008,346.0761
Pakistan,Gas,2009,347.01666
Pakistan,Gas,2010,353.48395
Pakistan,Gas,2011,353.39645
Pakistan,Gas,2012,365.97232
Pakistan,Gas,2013,355.85727
Pakistan,Gas,2014,349.86688
Pakistan,Gas,2015,365.3418
Pakistan,Gas,2016,386.5067
Pakistan,Gas,2017,407.3958
Pakistan,Gas,2018,435.8761
Pakistan,Gas,2019,444.7297
Pakistan,Gas,2020,411.59784
Pakistan,Gas,2021,448.92047
Pakistan,Gas,2022,383.859
Peru,Gas,2000,3.3254375
Peru,Gas,2001,3.56125
Peru,Gas,2002,4.25425
Peru,Gas,2003,5.033875
Peru,Gas,2004,8.277499
Peru,Gas,2005,14.599701
Peru,Gas,2006,17.086441
Peru,Gas,2007,25.751993
Peru,Gas,2008,32.6939
Peru,Gas,2009,33.43666
Peru,Gas,2010,54.23817
Peru,Gas,2011,62.92885
Peru,Gas,2012,68.61824
Peru,Gas,2013,67.02667
Peru,Gas,2014,74.31637
Peru,Gas,2015,76.43131
Peru,Gas,2016,84.93306
Peru,Gas,2017,74.91936
Peru,Gas,2018,80.25237
Peru,Gas,2019,82.11267
Peru,Gas,2020,71.30238
Peru,Gas,2021,80.2279
Peru,Gas,2022,96.20718
Philippines,Gas,2000,0.10194638
Philippines,Gas,2001,1.3423836
Philippines,Gas,2002,16.86588
Philippines,Gas,2003,25.705385
Philippines,Gas,2004,23.739664
Philippines,Gas,2005,31.442307
Philippines,Gas,2006,29.446762
Philippines,Gas,2007,35.304607
Philippines,Gas,2008,37.165127
Philippines,Gas,2009,37.424606
Philippines,Gas,2010,35.249565
Philippines,Gas,2011,38.058514
Philippines,Gas,2012,36.48458
Philippines,Gas,2013,33.60541
Philippines,Gas,2014,35.342564
Philippines,Gas,2015,33.22501
Philippines,Gas,2016,38.09864
Philippines,Gas,2017,37.744267
Philippines,Gas,2018,40.888065
Philippines,Gas,2019,42.159954
Philippines,Gas,2020,38.428337
Philippines,Gas,2021,32.0817
Philippines,Gas,2022,30.803785
Poland,Gas,2000,115.831245
Poland,Gas,2001,120.67975
Poland,Gas,2002,117.61649
Poland,Gas,2003,130.96175
Poland,Gas,2004,138.17099
Poland,Gas,2005,142.28725
Poland,Gas,2006,143.90324
Poland,Gas,2007,143.94194
Poland,Gas,2008,156.43639
Poland,Gas,2009,150.94778
Poland,Gas,2010,162.32639
Poland,Gas,2011,164.52527
Poland,Gas,2012,174.1936
Poland,Gas,2013,174.10417
Poland,Gas,2014,170.13611
Poland,Gas,2015,170.98805
Poland,Gas,2016,182.57611
Poland,Gas,2017,191.80331
Poland,Gas,2018,199.26056
Poland,Gas,2019,208.88777
Poland,Gas,2020,210.64583
Poland,Gas,2021,223.73805
Poland,Gas,2022,179.30151
Portugal,Gas,2000,23.090034
Portugal,Gas,2001,25.74884
Portugal,Gas,2002,31.322216
Portugal,Gas,2003,30.202194
Portugal,Gas,2004,37.83355
Portugal,Gas,2005,42.8778
Portugal,Gas,2006,41.184383
Portugal,Gas,2007,43.89386
Portugal,Gas,2008,48.02346
Portugal,Gas,2009,47.69356
Portugal,Gas,2010,51.887592
Portugal,Gas,2011,52.536816
Portugal,Gas,2012,45.554913
Portugal,Gas,2013,43.183426
Portugal,Gas,2014,41.2596
Portugal,Gas,2015,48.19863
Portugal,Gas,2016,50.73813
Portugal,Gas,2017,63.394844
Portugal,Gas,2018,57.9938
Portugal,Gas,2019,61.35022
Portugal,Gas,2020,60.366592
Portugal,Gas,2021,58.10982
Portugal,Gas,2022,56.06581
Qatar,Gas,2000,112.9724
Qatar,Gas,2001,104.71878
Qatar,Gas,2002,114.538284
Qatar,Gas,2003,130.73177
Qatar,Gas,2004,157.12418
Qatar,Gas,2005,178.92508
Qatar,Gas,2006,177.58905
Qatar,Gas,2007,192.59296
Qatar,Gas,2008,206.97778
Qatar,Gas,2009,212.71104
Qatar,Gas,2010,254.05739
Qatar,Gas,2011,289.4309
Qatar,Gas,2012,336.03415
Qatar,Gas,2013,352.79242
Qatar,Gas,2014,384.34033
Qatar,Gas,2015,433.7454
Qatar,Gas,2016,413.69882
Qatar,Gas,2017,412.20465
Qatar,Gas,2018,407.1339
Qatar,Gas,2019,418.72513
Qatar,Gas,2020,384.99585
Qatar,Gas,2021,400.14822
Qatar,Gas,2022,366.9616
Romania,Gas,2000,159.097
Romania,Gas,2001,153.28125
Romania,Gas,2002,158.50224
Romania,Gas,2003,171.30223
Romania,Gas,2004,162.091
Romania,Gas,2005,161.92674
Romania,Gas,2006,165.1305
Romania,Gas,2007,148.422
Romania,Gas,2008,141.4145
Romania,Gas,2009,123.0495
Romania,Gas,2010,125.469
Romania,Gas,2011,129.15175
Romania,Gas,2012,125.340996
Romania,Gas,2013,114.427
Romania,Gas,2014,108.73125
Romania,Gas,2015,103.708244
Romania,Gas,2016,104.946106
Romania,Gas,2017,112.90269
Romania,Gas,2018,115.62987
Romania,Gas,2019,107.749794
Romania,Gas,2020,112.62553
Romania,Gas,2021,115.68957
Romania,Gas,2022,97.69295
Russia,Gas,2000,3661.913
Russia,Gas,2001,3721.688
Russia,Gas,2002,3766.749
Russia,Gas,2003,3855.9521
Russia,Gas,2004,3956.1902
Russia,Gas,2005,4004.0103
Russia,Gas,2006,4217.3613
Russia,Gas,2007,4288.172
Russia,Gas,2008,4227.477
Russia,Gas,2009,3977.893
Russia,Gas,2010,4239.202
Russia,Gas,2011,4356.3613
Russia,Gas,2012,4286.259
Russia,Gas,2013,4248.6743
Russia,Gas,2014,4221.9824
Russia,Gas,2015,4086.748
Russia,Gas,2016,4206.464
Russia,Gas,2017,4311.006
Russia,Gas,2018,4544.9927
Russia,Gas,2019,4443.1274
Russia,Gas,2020,4234.834
Russia,Gas,2021,4746.1406
Russia,Gas,2022,4080.4531
Saudi Arabia,Gas,2000,473.195
Saudi Arabia,Gas,2001,510.055
Saudi Arabia,Gas,2002,538.64996
Saudi Arabia,Gas,2003,570.57
Saudi Arabia,Gas,2004,623.96
Saudi Arabia,Gas,2005,676.77997
Saudi Arabia,Gas,2006,697.8795
Saudi Arabia,Gas,2007,706.99
Saudi Arabia,Gas,2008,764.18
Saudi Arabia,Gas,2009,745.275
Saudi Arabia,Gas,2010,832.76996
Saudi Arabia,Gas,2011,876.47
Saudi Arabia,Gas,2012,943.63495
Saudi Arabia,Gas,2013,950.285
Saudi Arabia,Gas,2014,972.61
Saudi Arabia,Gas,2015,992.27496
Saudi Arabia,Gas,2016,1053.17
Saudi Arabia,Gas,2017,1092.5021
Saudi Arabia,Gas,2018,1121
Saudi Arabia,Gas,2019,1111.5
Saudi Arabia,Gas,2020,1130.5
Saudi Arabia,Gas,2021,1144.6068
Saudi Arabia,Gas,2022,1203.5773
Singapore,Gas,2000,16.57425
Singapore,Gas,2001,43.556496
Singapore,Gas,2002,47.076763
Singapore,Gas,2003,51.11191
Singapore,Gas,2004,61.872314
Singapore,Gas,2005,61.858868
Singapore,Gas,2006,81.4966
Singapore,Gas,2007,81.4966
Singapore,Gas,2008,87.142586
Singapore,Gas,2009,91.806404
Singapore,Gas,2010,83.36057
Singapore,Gas,2011,82.87124
Singapore,Gas,2012,89.3
Singapore,Gas,2013,100.15245
Singapore,Gas,2014,103.89518
Singapore,Gas,2015,115.78651
Singapore,Gas,2016,119.02109
Singapore,Gas,2017,122.87653
Singapore,Gas,2018,122.862816
Singapore,Gas,2019,125.487816
Singapore,Gas,2020,125.983604
Singapore,Gas,2021,133.51857
Singapore,Gas,2022,130.59363
Slovakia,Gas,2000,67.17975
Slovakia,Gas,2001,71.738
Slovakia,Gas,2002,68.23725
Slovakia,Gas,2003,65.927
Slovakia,Gas,2004,63.9465
Slovakia,Gas,2005,68.64875
Slovakia,Gas,2006,62.54475
Slovakia,Gas,2007,59.189
Slovakia,Gas,2008,60.08425
Slovakia,Gas,2009,51.4675
Slovakia,Gas,2010,58.22475
Slovakia,Gas,2011,53.928997
Slovakia,Gas,2012,50.76875
Slovakia,Gas,2013,53.01
Slovakia,Gas,2014,43.87225
Slovakia,Gas,2015,45.118
Slovakia,Gas,2016,45.30275
Slovakia,Gas,2017,48.109444
Slovakia,Gas,2018,47.416214
Slovakia,Gas,2019,47.522778
Slovakia,Gas,2020,47.546383
Slovakia,Gas,2021,52.928764
Slovakia,Gas,2022,51.444206
Slovenia,Gas,2000,9.598017
Slovenia,Gas,2001,9.881982
Slovenia,Gas,2002,9.531758
Slovenia,Gas,2003,10.544566
Slovenia,Gas,2004,10.45011
Slovenia,Gas,2005,10.784431
Slovenia,Gas,2006,10.45774
Slovenia,Gas,2007,10.634877
Slovenia,Gas,2008,10.213975
Slovenia,Gas,2009,9.665117
Slovenia,Gas,2010,10.028044
Slovenia,Gas,2011,8.580589
Slovenia,Gas,2012,8.253386
Slovenia,Gas,2013,8.10667
Slovenia,Gas,2014,7.280815
Slovenia,Gas,2015,7.72434
Slovenia,Gas,2016,8.190601
Slovenia,Gas,2017,8.62206
Slovenia,Gas,2018,8.530561
Slovenia,Gas,2019,8.56711
Slovenia,Gas,2020,8.551605
Slovenia,Gas,2021,9.00705
Slovenia,Gas,2022,7.944912
South Africa,Gas,2000,11.396027
South Africa,Gas,2001,13.829062
South Africa,Gas,2002,13.919588
South Africa,Gas,2003,10.525237
South Africa,Gas,2004,24.342817
South Africa,Gas,2005,34.55495
South Africa,Gas,2006,37.446712
South Africa,Gas,2007,37.908703
South Africa,Gas,2008,39.2192
South Africa,Gas,2009,33.239952
South Africa,Gas,2010,41.22056
South Africa,Gas,2011,42.80949
South Africa,Gas,2012,43.573288
South Africa,Gas,2013,40.543686
South Africa,Gas,2014,42.982246
South Africa,Gas,2015,43.186268
South Africa,Gas,2016,36.546562
South Africa,Gas,2017,40.109257
South Africa,Gas,2018,44.10787
South Africa,Gas,2019,42.61174
South Africa,Gas,2020,39.705296
South Africa,Gas,2021,46.14272
South Africa,Gas,2022,45.5819
South America,Gas,2000,875.3867
South America,Gas,2001,909.8303
South America,Gas,2002,911.93964
South America,Gas,2003,943.7164
South America,Gas,2004,1059.8513
South America,Gas,2005,1091.0902
South America,Gas,2006,1160.6055
South America,Gas,2007,1190.2632
South America,Gas,2008,1197.7673
South America,Gas,2009,1143.1995
South America,Gas,2010,1240.7551
South America,Gas,2011,1289.0256
South America,Gas,2012,1383.2856
South America,Gas,2013,1433.626
South America,Gas,2014,1484.2368
South America,Gas,2015,1545.6105
South America,Gas,2016,1535.0197
South America,Gas,2017,1542.0856
South America,Gas,2018,1473.5325
South America,Gas,2019,1399.7126
South America,Gas,2020,1273.0579
South America,Gas,2021,1461.9447
South America,Gas,2022,1407.0662
South Korea,Gas,2000,198.0775
South Korea,Gas,2001,217.57753
South Korea,Gas,2002,241.77722
South Korea,Gas,2003,253.23859
South Korea,Gas,2004,296.7499
South Korea,Gas,2005,317.72577
South Korea,Gas,2006,334.98584
South Korea,Gas,2007,362.8176
South Korea,Gas,2008,373.36835
South Korea,Gas,2009,354.915
South Korea,Gas,2010,450.16473
South Korea,Gas,2011,484.45462
South Korea,Gas,2012,525.2864
South Korea,Gas,2013,549.75824
South Korea,Gas,2014,500.03998
South Korea,Gas,2015,456.49725
South Korea,Gas,2016,476.4369
South Korea,Gas,2017,497.5639
South Korea,Gas,2018,578.04004
South Korea,Gas,2019,560.33826
South Korea,Gas,2020,575.3731
South Korea,Gas,2021,624.0739
South Korea,Gas,2022,619.28
South and Central America (EI),Gas,2000,983.33673
South and Central America (EI),Gas,2001,1031.905
South and Central America (EI),Gas,2002,1042.2432
South and Central America (EI),Gas,2003,1095.907
South and Central America (EI),Gas,2004,1224.2314
South and Central America (EI),Gas,2005,1271.3911
South and Central America (EI),Gas,2006,1375.1426
South and Central America (EI),Gas,2007,1411.4226
South and Central America (EI),Gas,2008,1414.4355
South and Central America (EI),Gas,2009,1358.4406
South and Central America (EI),Gas,2010,1472.7887
South and Central America (EI),Gas,2011,1521.2981
South and Central America (EI),Gas,2012,1617.8888
South and Central America (EI),Gas,2013,1673.1066
South and Central America (EI),Gas,2014,1726.1263
South and Central America (EI),Gas,2015,1778.4165
South and Central America (EI),Gas,2016,1742.7338
South and Central America (EI),Gas,2017,1761.6201
South and Central America (EI),Gas,2018,1690.1277
South and Central America (EI),Gas,2019,1628.8076
South and Central America (EI),Gas,2020,1474.5215
South and Central America (EI),Gas,2021,1679.1132
South and Central America (EI),Gas,2022,1617.286
Spain,Gas,2000,176.96399
Spain,Gas,2001,190.69435
Spain,Gas,2002,218.03433
Spain,Gas,2003,248.28728
Spain,Gas,2004,292.69077
Spain,Gas,2005,347.01956
Spain,Gas,2006,363.17368
Spain,Gas,2007,369.5727
Spain,Gas,2008,405.92172
Spain,Gas,2009,363.0772
Spain,Gas,2010,361.96466
Spain,Gas,2011,336.46082
Spain,Gas,2012,332.2561
Spain,Gas,2013,303.28094
Spain,Gas,2014,275.23898
Spain,Gas,2015,285.43784
Spain,Gas,2016,291.21594
Spain,Gas,2017,317.12115
Spain,Gas,2018,314.9725
Spain,Gas,2019,359.74472
Spain,Gas,2020,324.90228
Spain,Gas,2021,343.24298
Spain,Gas,2022,330.96942
Sweden,Gas,2000,8.081545
Sweden,Gas,2001,9.117825
